time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__16-42-11_630,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194343;lon=-86.2399872;alt=252.36,LocationGlobalRelative:lat=41.5194343;lon=-86.2399872;alt=2.29,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0317012481391;yaw=-3.08873319626;roll=-0.0155782103539,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.266;current=1.0;level=90,True,0.325703974,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_020,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194361;lon=-86.239982;alt=252.74,LocationGlobalRelative:lat=41.5194361;lon=-86.239982;alt=2.67,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0318171083927;yaw=-3.08824729919;roll=-0.0160273239017,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=1.01;level=89,True,0.934566574,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_121,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194361;lon=-86.239982;alt=252.74,LocationGlobalRelative:lat=41.5194361;lon=-86.239982;alt=2.67,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0318171083927;yaw=-3.08824729919;roll=-0.0160273239017,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=1.01;level=89,True,0.05059678,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_221,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194361;lon=-86.2399821;alt=252.75,LocationGlobalRelative:lat=41.5194361;lon=-86.2399821;alt=2.68,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0318981222808;yaw=-3.08816933632;roll=-0.0160082876682,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.101259843999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_320,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194361;lon=-86.2399821;alt=252.75,LocationGlobalRelative:lat=41.5194361;lon=-86.2399821;alt=2.68,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0318981222808;yaw=-3.08816933632;roll=-0.0160082876682,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.210620005,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_421,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194361;lon=-86.2399822;alt=252.75,LocationGlobalRelative:lat=41.5194361;lon=-86.2399822;alt=2.68,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0320128388703;yaw=-3.08811473846;roll=-0.0160932168365,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.312630507999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_521,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194361;lon=-86.2399822;alt=252.75,LocationGlobalRelative:lat=41.5194361;lon=-86.2399822;alt=2.68,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0320128388703;yaw=-3.08811473846;roll=-0.0160932168365,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.420618987,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_621,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194361;lon=-86.2399822;alt=252.75,LocationGlobalRelative:lat=41.5194361;lon=-86.2399822;alt=2.68,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0320128388703;yaw=-3.08811473846;roll=-0.0160932168365,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.523156419,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_720,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194361;lon=-86.2399823;alt=252.76,LocationGlobalRelative:lat=41.5194361;lon=-86.2399823;alt=2.69,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0321062617004;yaw=-3.08819270134;roll=-0.0162946172059,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0399999991059,0.0399999991059,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.624875263,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_821,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194361;lon=-86.2399823;alt=252.76,LocationGlobalRelative:lat=41.5194361;lon=-86.2399823;alt=2.69,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0321062617004;yaw=-3.08819270134;roll=-0.0162946172059,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0399999991059,0.0399999991059,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.730236092999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-20_920,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.519436;lon=-86.2399823;alt=252.77,LocationGlobalRelative:lat=41.519436;lon=-86.2399823;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0322172604501;yaw=-3.08833646774;roll=-0.0161309465766,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.832109981999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_020,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.519436;lon=-86.2399823;alt=252.77,LocationGlobalRelative:lat=41.519436;lon=-86.2399823;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0322172604501;yaw=-3.08833646774;roll=-0.0161309465766,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.939078305,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_120,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.519436;lon=-86.2399823;alt=252.77,LocationGlobalRelative:lat=41.519436;lon=-86.2399823;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0322172604501;yaw=-3.08833646774;roll=-0.0161309465766,[0.06; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,1.041173801,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_221,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194358;lon=-86.2399824;alt=252.77,LocationGlobalRelative:lat=41.5194358;lon=-86.2399824;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0321785211563;yaw=-3.08838844299;roll=-0.0161049924791,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.101103452998,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_321,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194358;lon=-86.2399824;alt=252.77,LocationGlobalRelative:lat=41.5194358;lon=-86.2399824;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0321785211563;yaw=-3.08838844299;roll=-0.0161049924791,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.208333791999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_424,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194356;lon=-86.2399824;alt=252.78,LocationGlobalRelative:lat=41.5194356;lon=-86.2399824;alt=2.71,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0322911813855;yaw=-3.08836555481;roll=-0.0160160660744,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.311869669998,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_521,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194356;lon=-86.2399824;alt=252.78,LocationGlobalRelative:lat=41.5194356;lon=-86.2399824;alt=2.71,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0322911813855;yaw=-3.08836555481;roll=-0.0160160660744,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.369390590999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_621,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194356;lon=-86.2399825;alt=252.77,LocationGlobalRelative:lat=41.5194356;lon=-86.2399825;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0323977470398;yaw=-3.08847355843;roll=-0.016073204577,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.472092589998,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_721,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194356;lon=-86.2399825;alt=252.77,LocationGlobalRelative:lat=41.5194356;lon=-86.2399825;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0323977470398;yaw=-3.08847355843;roll=-0.016073204577,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.579697989999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_821,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194356;lon=-86.2399825;alt=252.77,LocationGlobalRelative:lat=41.5194356;lon=-86.2399825;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0323977470398;yaw=-3.08847355843;roll=-0.016073204577,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.682705849,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-21_920,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194355;lon=-86.2399826;alt=252.77,LocationGlobalRelative:lat=41.5194355;lon=-86.2399826;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325235165656;yaw=-3.08829808235;roll=-0.0160303525627,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.784458856999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_023,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194355;lon=-86.2399826;alt=252.77,LocationGlobalRelative:lat=41.5194355;lon=-86.2399826;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325235165656;yaw=-3.08829808235;roll=-0.0160303525627,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.892117625999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_120,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399828;alt=252.77,LocationGlobalRelative:lat=41.5194354;lon=-86.2399828;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325722023845;yaw=-3.08836007118;roll=-0.0160179436207,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.994515155,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_220,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399828;alt=252.77,LocationGlobalRelative:lat=41.5194354;lon=-86.2399828;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325722023845;yaw=-3.08836007118;roll=-0.0160179436207,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.104737383001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_320,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399828;alt=252.77,LocationGlobalRelative:lat=41.5194354;lon=-86.2399828;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325722023845;yaw=-3.08836007118;roll=-0.0160179436207,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.207126817,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_420,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.239983;alt=252.76,LocationGlobalRelative:lat=41.5194354;lon=-86.239983;alt=2.69,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324187651277;yaw=-3.08832859993;roll=-0.0160846523941,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.99;level=89,True,0.309020418001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_521,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.239983;alt=252.76,LocationGlobalRelative:lat=41.5194354;lon=-86.239983;alt=2.69,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324187651277;yaw=-3.08832859993;roll=-0.0160846523941,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.99;level=89,True,0.415631755001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_621,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399831;alt=252.76,LocationGlobalRelative:lat=41.5194354;lon=-86.2399831;alt=2.69,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324048623443;yaw=-3.08836627007;roll=-0.016256518662,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=1.0;level=89,True,0.467197337,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_720,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399831;alt=252.76,LocationGlobalRelative:lat=41.5194354;lon=-86.2399831;alt=2.69,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324048623443;yaw=-3.08836627007;roll=-0.016256518662,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=1.0;level=89,True,0.575693768,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_821,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399831;alt=252.76,LocationGlobalRelative:lat=41.5194354;lon=-86.2399831;alt=2.69,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324048623443;yaw=-3.08836627007;roll=-0.016256518662,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.67816877,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-22_921,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399832;alt=252.76,LocationGlobalRelative:lat=41.5194354;lon=-86.2399832;alt=2.69,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324339270592;yaw=-3.08841633797;roll=-0.0164212603122,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.782243594,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_021,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399832;alt=252.76,LocationGlobalRelative:lat=41.5194354;lon=-86.2399832;alt=2.69,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324339270592;yaw=-3.08841633797;roll=-0.0164212603122,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.98;level=89,True,0.887947625,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_121,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194353;lon=-86.2399833;alt=252.77,LocationGlobalRelative:lat=41.5194353;lon=-86.2399833;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325252152979;yaw=-3.08844923973;roll=-0.0164329744875,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.242;current=0.98;level=89,True,0.992981263,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_220,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194353;lon=-86.2399833;alt=252.77,LocationGlobalRelative:lat=41.5194353;lon=-86.2399833;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325252152979;yaw=-3.08844923973;roll=-0.0164329744875,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.242;current=0.98;level=89,True,0.101544681002,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_320,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399837;alt=252.77,LocationGlobalRelative:lat=41.5194354;lon=-86.2399837;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324335843325;yaw=-3.08846211433;roll=-0.0164899379015,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.242;current=0.99;level=89,True,0.204232190001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_421,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399837;alt=252.77,LocationGlobalRelative:lat=41.5194354;lon=-86.2399837;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324335843325;yaw=-3.08846211433;roll=-0.0164899379015,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.242;current=0.99;level=89,True,0.314144396001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_521,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399837;alt=252.77,LocationGlobalRelative:lat=41.5194354;lon=-86.2399837;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324335843325;yaw=-3.08846211433;roll=-0.0164899379015,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.242;current=0.99;level=89,True,0.366515409001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_620,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399837;alt=252.77,LocationGlobalRelative:lat=41.5194354;lon=-86.2399837;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324335843325;yaw=-3.08846211433;roll=-0.0164899379015,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.242;current=0.99;level=89,True,0.467872361001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_720,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194353;lon=-86.2399839;alt=252.77,LocationGlobalRelative:lat=41.5194353;lon=-86.2399839;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325365737081;yaw=-3.0885412693;roll=-0.0165604129434,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.242;current=1.0;level=89,True,0.577993908,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_820,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194353;lon=-86.2399839;alt=252.77,LocationGlobalRelative:lat=41.5194353;lon=-86.2399839;alt=2.7,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325365737081;yaw=-3.0885412693;roll=-0.0165604129434,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.242;current=1.0;level=89,True,0.680130124001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-23_920,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194353;lon=-86.2399841;alt=252.78,LocationGlobalRelative:lat=41.5194353;lon=-86.2399841;alt=2.71,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0326717197895;yaw=-3.08846879005;roll=-0.0164971984923,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.242;current=0.97;level=89,True,0.786389724,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-24_021,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399843;alt=252.78,LocationGlobalRelative:lat=41.5194354;lon=-86.2399843;alt=2.71,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0328567698598;yaw=-3.08853340149;roll=-0.0165668167174,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.888913635001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-24_120,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399843;alt=252.78,LocationGlobalRelative:lat=41.5194354;lon=-86.2399843;alt=2.71,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0328567698598;yaw=-3.08853340149;roll=-0.0165668167174,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,1.004186378,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-44-24_221,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194354;lon=-86.2399843;alt=252.78,LocationGlobalRelative:lat=41.5194354;lon=-86.2399843;alt=2.71,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0328567698598;yaw=-3.08853340149;roll=-0.0165668167174,[0.05; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.243;current=0.97;level=89,True,0.102231737999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
