time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__14-54-47_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': 3.1375632286071777; 'x': 0.012449625879526138; 'z': 0.012054809369146824},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401323; 'x': 41.5194375; 'z': 0.22},{'y': -0.07; 'x': 0.0; 'z': 0.0},179,ALT_HOLD
2017_07_18__14-56-51_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.10770329088,{'y': -3.113926887512207; 'x': 0.00796879455447197; 'z': 0.008436719886958599},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10770329088,PHYS_2,{'y': -86.2401266; 'x': 41.5194279; 'z': 0.05},{'y': 0.03; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-51_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.10770329088,{'y': -3.1139466762542725; 'x': 0.00804067961871624; 'z': 0.00866731908172369},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10770329088,PHYS_2,{'y': -86.2401264; 'x': 41.519428; 'z': 0.02},{'y': 0.02; 'x': 0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-51_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.10770329088,{'y': -3.1139466762542725; 'x': 0.00804067961871624; 'z': 0.00866731908172369},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10770329088,PHYS_2,{'y': -86.2401264; 'x': 41.519428; 'z': 0.02},{'y': 0.02; 'x': 0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-51_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.165529444814,{'y': -3.1139466762542725; 'x': 0.00804067961871624; 'z': 0.00866731908172369},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.165529444814,PHYS_2,{'y': -86.2401264; 'x': 41.519428; 'z': 0.02},{'y': 0.02; 'x': 0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-51_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.165529444814,{'y': -3.1139466762542725; 'x': 0.00804067961871624; 'z': 0.00866731908172369},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.165529444814,PHYS_2,{'y': -86.2401264; 'x': 41.519428; 'z': 0.02},{'y': 0.02; 'x': 0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-51_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.165529444814,{'y': -3.113856077194214; 'x': 0.00813169963657856; 'z': 0.008653701283037663},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.165529444814,PHYS_2,{'y': -86.2401264; 'x': 41.519428; 'z': 0.02},{'y': 0.02; 'x': 0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-51_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.165529444814,{'y': -3.113856077194214; 'x': 0.00813169963657856; 'z': 0.008653701283037663},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.165529444814,PHYS_2,{'y': -86.2401264; 'x': 41.519428; 'z': 0.02},{'y': 0.02; 'x': 0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.165529444814,{'y': -3.113856077194214; 'x': 0.00813169963657856; 'z': 0.008653701283037663},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.165529444814,PHYS_2,{'y': -86.2401264; 'x': 41.519428; 'z': 0.02},{'y': 0.02; 'x': 0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.165529444814,{'y': -3.113856077194214; 'x': 0.00813169963657856; 'z': 0.008653701283037663},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.165529444814,PHYS_2,{'y': -86.2401264; 'x': 41.519428; 'z': 0.02},{'y': 0.02; 'x': 0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.165529444814,{'y': -3.113856077194214; 'x': 0.00813169963657856; 'z': 0.008653701283037663},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.165529444814,PHYS_2,{'y': -86.2401264; 'x': 41.519428; 'z': 0.02},{'y': 0.02; 'x': 0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.165529444814,{'y': -3.113856077194214; 'x': 0.00813169963657856; 'z': 0.008653701283037663},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.165529444814,PHYS_2,{'y': -86.2401251; 'x': 41.5194284; 'z': -0.04},{'y': 0.04; 'x': 0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_482,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.1139748096466064; 'x': 0.008234620094299316; 'z': 0.00835124496370554},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401251; 'x': 41.5194284; 'z': -0.04},{'y': 0.04; 'x': 0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.1139748096466064; 'x': 0.008234620094299316; 'z': 0.00835124496370554},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401251; 'x': 41.5194284; 'z': -0.04},{'y': 0.04; 'x': 0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.1139748096466064; 'x': 0.008234620094299316; 'z': 0.00835124496370554},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401251; 'x': 41.5194284; 'z': -0.04},{'y': 0.04; 'x': 0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138126850128174; 'x': 0.00813145749270916; 'z': 0.00839731190353632},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401251; 'x': 41.5194284; 'z': -0.04},{'y': 0.04; 'x': 0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138126850128174; 'x': 0.00813145749270916; 'z': 0.00839731190353632},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401251; 'x': 41.5194284; 'z': -0.04},{'y': 0.04; 'x': 0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-52_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138126850128174; 'x': 0.00813145749270916; 'z': 0.00839731190353632},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401251; 'x': 41.5194284; 'z': -0.04},{'y': 0.04; 'x': 0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_080,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138126850128174; 'x': 0.00813145749270916; 'z': 0.00839731190353632},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401251; 'x': 41.5194284; 'z': -0.04},{'y': 0.04; 'x': 0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138126850128174; 'x': 0.00813145749270916; 'z': 0.00839731190353632},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138126850128174; 'x': 0.00813145749270916; 'z': 0.00839731190353632},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138126850128174; 'x': 0.00813145749270916; 'z': 0.00839731190353632},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138088703155518; 'x': 0.007959986105561256; 'z': 0.00849230121821165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138088703155518; 'x': 0.007959986105561256; 'z': 0.00849230121821165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.078102491796,{'y': -3.1138088703155518; 'x': 0.007959986105561256; 'z': 0.00849230121821165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.078102491796,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1138088703155518; 'x': 0.007959986105561256; 'z': 0.00849230121821165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_880,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1138088703155518; 'x': 0.007959986105561256; 'z': 0.00849230121821165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-53_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1138088703155518; 'x': 0.007959986105561256; 'z': 0.00849230121821165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-54_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1138088703155518; 'x': 0.007959986105561256; 'z': 0.00849230121821165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-54_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1138088703155518; 'x': 0.007959986105561256; 'z': 0.00849230121821165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401241; 'x': 41.5194283; 'z': -0.06},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-54_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1138088703155518; 'x': 0.007959986105561256; 'z': 0.00849230121821165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401237; 'x': 41.5194282; 'z': -0.08},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-54_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.113725185394287; 'x': 0.007645212113857269; 'z': 0.008645362220704556},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401237; 'x': 41.5194282; 'z': -0.08},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-54_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.113725185394287; 'x': 0.007645212113857269; 'z': 0.008645362220704556},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401237; 'x': 41.5194282; 'z': -0.08},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-54_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.113725185394287; 'x': 0.007645212113857269; 'z': 0.008645362220704556},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401237; 'x': 41.5194282; 'z': -0.08},{'y': 0.04; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-54_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.113725185394287; 'x': 0.007645212113857269; 'z': 0.008645362220704556},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.08},{'y': 0.02; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-54_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.113725185394287; 'x': 0.007645212113857269; 'z': 0.008645362220704556},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.08},{'y': 0.02; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-54_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.113725185394287; 'x': 0.007645212113857269; 'z': 0.008645362220704556},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.08},{'y': 0.02; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-54_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.1137499809265137; 'x': 0.00768183171749115; 'z': 0.008927096612751484},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.08},{'y': 0.02; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_080,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.1137499809265137; 'x': 0.00768183171749115; 'z': 0.008927096612751484},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.08},{'y': 0.02; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.1137499809265137; 'x': 0.00768183171749115; 'z': 0.008927096612751484},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.08},{'y': 0.02; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.1137499809265137; 'x': 0.00768183171749115; 'z': 0.008927096612751484},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.08},{'y': 0.02; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.1137499809265137; 'x': 0.00768183171749115; 'z': 0.008927096612751484},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401235; 'x': 41.5194281; 'z': -0.1},{'y': 0.01; 'x': -0.01; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.1137499809265137; 'x': 0.00768183171749115; 'z': 0.008927096612751484},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401235; 'x': 41.5194281; 'z': -0.1},{'y': 0.01; 'x': -0.01; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.113713502883911; 'x': 0.007453376427292824; 'z': 0.009082759730517864},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401235; 'x': 41.5194281; 'z': -0.1},{'y': 0.01; 'x': -0.01; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.113713502883911; 'x': 0.007453376427292824; 'z': 0.009082759730517864},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401235; 'x': 41.5194281; 'z': -0.1},{'y': 0.01; 'x': -0.01; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.113713502883911; 'x': 0.007453376427292824; 'z': 0.009082759730517864},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401235; 'x': 41.5194281; 'z': -0.1},{'y': 0.01; 'x': -0.01; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0399999991059,{'y': -3.113713502883911; 'x': 0.007453376427292824; 'z': 0.009082759730517864},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0399999991059,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.12},{'y': 0.0; 'x': -0.01; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-55_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.1136977672576904; 'x': 0.0073790960013866425; 'z': 0.009268342517316341},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.12},{'y': 0.0; 'x': -0.01; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.1136977672576904; 'x': 0.0073790960013866425; 'z': 0.009268342517316341},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401236; 'x': 41.5194281; 'z': -0.12},{'y': 0.0; 'x': -0.01; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.113708734512329; 'x': 0.00752684473991394; 'z': 0.009439493529498577},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401237; 'x': 41.5194283; 'z': -0.15},{'y': 0.0; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.113708734512329; 'x': 0.00752684473991394; 'z': 0.009439493529498577},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401237; 'x': 41.5194283; 'z': -0.15},{'y': 0.0; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.113708734512329; 'x': 0.00752684473991394; 'z': 0.009439493529498577},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401237; 'x': 41.5194283; 'z': -0.15},{'y': 0.0; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.113708734512329; 'x': 0.00752684473991394; 'z': 0.009439493529498577},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401237; 'x': 41.5194283; 'z': -0.15},{'y': 0.0; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.113708734512329; 'x': 0.00752684473991394; 'z': 0.009439493529498577},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401237; 'x': 41.5194283; 'z': -0.15},{'y': 0.0; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.113708734512329; 'x': 0.00752684473991394; 'z': 0.009439493529498577},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.17},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.1136386394500732; 'x': 0.007479092106223106; 'z': 0.009499925188720226},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.17},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.1136386394500732; 'x': 0.007479092106223106; 'z': 0.009499925188720226},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.17},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-56_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0728010982275,{'y': -3.1136386394500732; 'x': 0.007479092106223106; 'z': 0.009499925188720226},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0728010982275,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.17},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-57_090,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0728010982275,{'y': -3.1136386394500732; 'x': 0.007479092106223106; 'z': 0.009499925188720226},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0728010982275,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.17},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-57_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0728010982275,{'y': -3.1136386394500732; 'x': 0.007479092106223106; 'z': 0.009499925188720226},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0728010982275,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.17},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
