time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__15-04-08_668,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194275;lon=-86.2401234;alt=250.61,LocationGlobalRelative:lat=41.5194275;lon=-86.2401234;alt=0.13,LocationLocal:north=-18.3672866821;east=-25.7041549683;down=-5.44102334976,Attitude:pitch=0.0102332625538;yaw=-3.10418725014;roll=0.00848526787013,[-0.02; 0.0; -0.01],GPSInfo:fix=4;num_sat=11,0.0223606787622,0.0223606787622,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.615783278,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-05-54_468,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192153;lon=-86.2401773;alt=270.63,LocationGlobalRelative:lat=41.5192153;lon=-86.2401773;alt=19.84,LocationLocal:north=-41.9835968018;east=-30.1905021667;down=-25.8788700104,Attitude:pitch=0.0302909892052;yaw=1.65580570698;roll=0.0343520492315,[-0.03; 0.89; -0.04],GPSInfo:fix=4;num_sat=11,0.919238746166,0.919238746166,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.366396557,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-05-54_569,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192153;lon=-86.2401773;alt=270.63,LocationGlobalRelative:lat=41.5192153;lon=-86.2401773;alt=19.84,LocationLocal:north=-41.9835968018;east=-30.1905021667;down=-25.8788700104,Attitude:pitch=0.0307225752622;yaw=1.67993211746;roll=0.0351516604424,[-0.03; 0.89; -0.04],GPSInfo:fix=4;num_sat=11,0.919238746166,0.919238746166,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.46870596,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-05-54_668,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192153;lon=-86.2401773;alt=270.63,LocationGlobalRelative:lat=41.5192153;lon=-86.2401773;alt=19.84,LocationLocal:north=-41.9835968018;east=-30.1905021667;down=-25.8788700104,Attitude:pitch=0.0307225752622;yaw=1.67993211746;roll=0.0351516604424,[-0.03; 0.89; -0.04],GPSInfo:fix=4;num_sat=11,0.919238746166,0.919238746166,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.570022308,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-05-54_768,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192153;lon=-86.2401773;alt=270.63,LocationGlobalRelative:lat=41.5192153;lon=-86.2401773;alt=19.84,LocationLocal:north=-41.9835968018;east=-30.1905021667;down=-25.8788700104,Attitude:pitch=0.0307225752622;yaw=1.67993211746;roll=0.0351516604424,[-0.03; 0.89; -0.04],GPSInfo:fix=4;num_sat=11,0.919238746166,0.919238746166,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.670905518,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-05-54_868,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192153;lon=-86.2401773;alt=270.63,LocationGlobalRelative:lat=41.5192153;lon=-86.2401773;alt=19.84,LocationLocal:north=-41.9835968018;east=-30.1905021667;down=-25.8788700104,Attitude:pitch=0.0307225752622;yaw=1.67993211746;roll=0.0351516604424,[-0.03; 0.89; -0.04],GPSInfo:fix=4;num_sat=11,1.10440027714,1.10440027714,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.102554537,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-54_968,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192153;lon=-86.2401773;alt=270.63,LocationGlobalRelative:lat=41.5192153;lon=-86.2401773;alt=19.84,LocationLocal:north=-41.9835968018;east=-30.1905021667;down=-25.8788700104,Attitude:pitch=0.0307225752622;yaw=1.67993211746;roll=0.0351516604424,[-0.03; 0.89; -0.04],GPSInfo:fix=4;num_sat=11,1.10440027714,1.10440027714,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.204491181,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_068,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192153;lon=-86.2401773;alt=270.63,LocationGlobalRelative:lat=41.5192153;lon=-86.2401773;alt=19.84,LocationLocal:north=-41.9835968018;east=-30.1905021667;down=-25.8788700104,Attitude:pitch=0.0307225752622;yaw=1.67993211746;roll=0.0351516604424,[-0.03; 0.89; -0.04],GPSInfo:fix=4;num_sat=11,1.10440027714,1.10440027714,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.307699963,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_168,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192149;lon=-86.2401725;alt=270.64,LocationGlobalRelative:lat=41.5192149;lon=-86.2401725;alt=19.85,LocationLocal:north=-41.9835968018;east=-30.1905021667;down=-25.8788700104,Attitude:pitch=0.0307225752622;yaw=1.67993211746;roll=0.0351516604424,[-0.03; 0.87; -0.07],GPSInfo:fix=4;num_sat=11,1.10440027714,1.10440027714,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.409037109,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_268,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192149;lon=-86.2401725;alt=270.64,LocationGlobalRelative:lat=41.5192149;lon=-86.2401725;alt=19.85,LocationLocal:north=-42.0235519409;east=-29.7890758514;down=-25.8865013123,Attitude:pitch=0.027708010748;yaw=1.68167567253;roll=0.0258467048407,[-0.03; 0.87; -0.07],GPSInfo:fix=4;num_sat=11,1.10440027714,1.10440027714,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.512280794,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_370,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192149;lon=-86.2401725;alt=270.64,LocationGlobalRelative:lat=41.5192149;lon=-86.2401725;alt=19.85,LocationLocal:north=-42.0235519409;east=-29.7890758514;down=-25.8865013123,Attitude:pitch=0.027708010748;yaw=1.68167567253;roll=0.0258467048407,[-0.03; 0.87; -0.07],GPSInfo:fix=4;num_sat=11,1.10440027714,1.10440027714,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.615516039,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_468,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192149;lon=-86.2401725;alt=270.64,LocationGlobalRelative:lat=41.5192149;lon=-86.2401725;alt=19.85,LocationLocal:north=-42.0235519409;east=-29.7890758514;down=-25.8865013123,Attitude:pitch=0.027708010748;yaw=1.68167567253;roll=0.0258467048407,[-0.03; 0.87; -0.07],GPSInfo:fix=4;num_sat=11,1.10440027714,1.10440027714,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.717919739,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_568,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192149;lon=-86.2401725;alt=270.64,LocationGlobalRelative:lat=41.5192149;lon=-86.2401725;alt=19.85,LocationLocal:north=-42.0235519409;east=-29.7890758514;down=-25.8865013123,Attitude:pitch=0.027708010748;yaw=1.68167567253;roll=0.0258467048407,[-0.03; 0.87; -0.07],GPSInfo:fix=4;num_sat=11,0.755380690098,0.755380690098,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.819299967,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_669,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192149;lon=-86.2401725;alt=270.64,LocationGlobalRelative:lat=41.5192149;lon=-86.2401725;alt=19.85,LocationLocal:north=-42.0235519409;east=-29.7890758514;down=-25.8865013123,Attitude:pitch=0.027708010748;yaw=1.68167567253;roll=0.0258467048407,[-0.03; 0.87; -0.07],GPSInfo:fix=4;num_sat=11,0.755380690098,0.755380690098,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.920613004,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_768,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192145;lon=-86.2401677;alt=270.65,LocationGlobalRelative:lat=41.5192145;lon=-86.2401677;alt=19.86,LocationLocal:north=-42.077457428;east=-29.3906898499;down=-25.8936233521,Attitude:pitch=0.0206760223955;yaw=1.66885530949;roll=0.0215250216424,[-0.01; 0.86; -0.09],GPSInfo:fix=4;num_sat=11,0.755380690098,0.755380690098,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.025911665,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_869,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192145;lon=-86.2401677;alt=270.65,LocationGlobalRelative:lat=41.5192145;lon=-86.2401677;alt=19.86,LocationLocal:north=-42.077457428;east=-29.3906898499;down=-25.8936233521,Attitude:pitch=0.0206760223955;yaw=1.66885530949;roll=0.0215250216424,[-0.01; 0.86; -0.09],GPSInfo:fix=4;num_sat=11,0.755380690098,0.755380690098,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.128663711,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-05-55_968,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192145;lon=-86.2401677;alt=270.65,LocationGlobalRelative:lat=41.5192145;lon=-86.2401677;alt=19.86,LocationLocal:north=-42.077457428;east=-29.3906898499;down=-25.8936233521,Attitude:pitch=0.0206760223955;yaw=1.66885530949;roll=0.0215250216424,[-0.01; 0.86; -0.09],GPSInfo:fix=4;num_sat=11,0.761642932892,0.761642932892,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.181443942,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_068,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192144;lon=-86.240163;alt=270.63,LocationGlobalRelative:lat=41.5192144;lon=-86.240163;alt=19.84,LocationLocal:north=-42.0845718384;east=-29.0013694763;down=-25.8786716461,Attitude:pitch=0.0206760223955;yaw=1.66885530949;roll=0.0215250216424,[0.02; 0.89; -0.07],GPSInfo:fix=4;num_sat=11,0.761642932892,0.761642932892,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.105267915,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_168,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192144;lon=-86.240163;alt=270.63,LocationGlobalRelative:lat=41.5192144;lon=-86.240163;alt=19.84,LocationLocal:north=-42.0845718384;east=-29.0013694763;down=-25.8786716461,Attitude:pitch=0.0133398659527;yaw=1.65871179104;roll=0.0308272428811,[0.02; 0.89; -0.07],GPSInfo:fix=4;num_sat=11,0.761642932892,0.761642932892,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.208759603,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_268,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192144;lon=-86.240163;alt=270.63,LocationGlobalRelative:lat=41.5192144;lon=-86.240163;alt=19.84,LocationLocal:north=-42.0845718384;east=-29.0013694763;down=-25.8786716461,Attitude:pitch=0.0133398659527;yaw=1.65871179104;roll=0.0308272428811,[0.02; 0.89; -0.07],GPSInfo:fix=4;num_sat=11,0.761642932892,0.761642932892,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.310832319999,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_368,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192144;lon=-86.240163;alt=270.63,LocationGlobalRelative:lat=41.5192144;lon=-86.240163;alt=19.84,LocationLocal:north=-42.0845718384;east=-29.0013694763;down=-25.8786716461,Attitude:pitch=0.0133398659527;yaw=1.65871179104;roll=0.0308272428811,[0.02; 0.89; -0.07],GPSInfo:fix=4;num_sat=11,0.761642932892,0.761642932892,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.411720225999,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_468,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192144;lon=-86.240163;alt=270.63,LocationGlobalRelative:lat=41.5192144;lon=-86.240163;alt=19.84,LocationLocal:north=-42.0845718384;east=-29.0013694763;down=-25.8786716461,Attitude:pitch=0.0133398659527;yaw=1.65871179104;roll=0.0308272428811,[0.02; 0.89; -0.07],GPSInfo:fix=4;num_sat=11,0.761642932892,0.761642932892,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.518792299999,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_568,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192144;lon=-86.240163;alt=270.63,LocationGlobalRelative:lat=41.5192144;lon=-86.240163;alt=19.84,LocationLocal:north=-42.0845718384;east=-29.0013694763;down=-25.8786716461,Attitude:pitch=0.0133398659527;yaw=1.65871179104;roll=0.0308272428811,[0.02; 0.89; -0.07],GPSInfo:fix=4;num_sat=11,0.701141893864,0.701141893864,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.62251736,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_668,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192146;lon=-86.2401581;alt=270.63,LocationGlobalRelative:lat=41.5192146;lon=-86.2401581;alt=19.84,LocationLocal:north=-42.0642089844;east=-28.5917282104;down=-25.8742790222,Attitude:pitch=0.0163653064519;yaw=1.66422629356;roll=0.0469977147877,[0.01; 0.92; -0.05],GPSInfo:fix=4;num_sat=11,0.701141893864,0.701141893864,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.725387745,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_768,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192146;lon=-86.2401581;alt=270.63,LocationGlobalRelative:lat=41.5192146;lon=-86.2401581;alt=19.84,LocationLocal:north=-42.0642089844;east=-28.5917282104;down=-25.8742790222,Attitude:pitch=0.0163653064519;yaw=1.66422629356;roll=0.0469977147877,[0.01; 0.92; -0.05],GPSInfo:fix=4;num_sat=11,0.701141893864,0.701141893864,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.827618238,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_868,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192146;lon=-86.2401581;alt=270.63,LocationGlobalRelative:lat=41.5192146;lon=-86.2401581;alt=19.84,LocationLocal:north=-42.0642089844;east=-28.5917282104;down=-25.8742790222,Attitude:pitch=0.0163653064519;yaw=1.66422629356;roll=0.0469977147877,[0.01; 0.92; -0.05],GPSInfo:fix=4;num_sat=11,0.701141893864,0.701141893864,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0506249539994,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-56_968,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192142;lon=-86.2401516;alt=270.61,LocationGlobalRelative:lat=41.5192142;lon=-86.2401516;alt=19.82,LocationLocal:north=-42.0642089844;east=-28.5917282104;down=-25.8742790222,Attitude:pitch=0.0163653064519;yaw=1.66422629356;roll=0.0469977147877,[-0.06; 0.92; -0.03],GPSInfo:fix=4;num_sat=11,0.901387810707,0.901387810707,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.153978892999,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_068,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192142;lon=-86.2401516;alt=270.61,LocationGlobalRelative:lat=41.5192142;lon=-86.2401516;alt=19.82,LocationLocal:north=-42.0642089844;east=-28.5917282104;down=-25.8742790222,Attitude:pitch=0.0163653064519;yaw=1.66422629356;roll=0.0469977147877,[-0.06; 0.92; -0.03],GPSInfo:fix=4;num_sat=11,0.901387810707,0.901387810707,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.256770157,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_169,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192142;lon=-86.2401516;alt=270.61,LocationGlobalRelative:lat=41.5192142;lon=-86.2401516;alt=19.82,LocationLocal:north=-42.0642089844;east=-28.5917282104;down=-25.8742790222,Attitude:pitch=0.0163653064519;yaw=1.66422629356;roll=0.0469977147877,[-0.06; 0.92; -0.03],GPSInfo:fix=4;num_sat=11,0.901387810707,0.901387810707,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.359546825,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_268,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192142;lon=-86.2401516;alt=270.61,LocationGlobalRelative:lat=41.5192142;lon=-86.2401516;alt=19.82,LocationLocal:north=-42.0642089844;east=-28.5917282104;down=-25.8742790222,Attitude:pitch=0.0163653064519;yaw=1.66422629356;roll=0.0469977147877,[-0.06; 0.92; -0.03],GPSInfo:fix=4;num_sat=11,0.848528146744,0.848528146744,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.46804173,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_368,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192138;lon=-86.2401449;alt=270.58,LocationGlobalRelative:lat=41.5192138;lon=-86.2401449;alt=19.79,LocationLocal:north=-42.1500358582;east=-27.4900817871;down=-25.8280506134,Attitude:pitch=0.0163653064519;yaw=1.66422629356;roll=0.0469977147877,[-0.07; 0.9; 0.0],GPSInfo:fix=4;num_sat=11,0.848528146744,0.848528146744,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.519881607,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_468,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192138;lon=-86.2401449;alt=270.58,LocationGlobalRelative:lat=41.5192138;lon=-86.2401449;alt=19.79,LocationLocal:north=-42.1500358582;east=-27.4900817871;down=-25.8280506134,Attitude:pitch=0.0183443408459;yaw=1.64180767536;roll=0.025514125824,[-0.07; 0.9; 0.0],GPSInfo:fix=4;num_sat=11,0.848528146744,0.848528146744,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.624026709,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_568,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192138;lon=-86.2401449;alt=270.58,LocationGlobalRelative:lat=41.5192138;lon=-86.2401449;alt=19.79,LocationLocal:north=-42.1500358582;east=-27.4900817871;down=-25.8280506134,Attitude:pitch=0.0183443408459;yaw=1.64180767536;roll=0.025514125824,[-0.07; 0.9; 0.0],GPSInfo:fix=4;num_sat=11,0.848528146744,0.848528146744,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.102460649,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_668,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192138;lon=-86.2401449;alt=270.58,LocationGlobalRelative:lat=41.5192138;lon=-86.2401449;alt=19.79,LocationLocal:north=-42.1500358582;east=-27.4900817871;down=-25.8280506134,Attitude:pitch=0.0183443408459;yaw=1.64180767536;roll=0.025514125824,[-0.07; 0.9; 0.0],GPSInfo:fix=4;num_sat=11,0.848528146744,0.848528146744,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.204578228,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_768,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192138;lon=-86.2401449;alt=270.58,LocationGlobalRelative:lat=41.5192138;lon=-86.2401449;alt=19.79,LocationLocal:north=-42.1500358582;east=-27.4900817871;down=-25.8280506134,Attitude:pitch=0.0183443408459;yaw=1.64180767536;roll=0.025514125824,[-0.07; 0.9; 0.0],GPSInfo:fix=4;num_sat=11,0.977394461632,0.977394461632,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.312726903,Rangefinder: distance=None; voltage=None,None,None,93,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_868,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192138;lon=-86.2401449;alt=270.58,LocationGlobalRelative:lat=41.5192138;lon=-86.2401449;alt=19.79,LocationLocal:north=-42.1500358582;east=-27.4900817871;down=-25.8280506134,Attitude:pitch=0.0183443408459;yaw=1.64180767536;roll=0.025514125824,[-0.07; 0.9; 0.0],GPSInfo:fix=4;num_sat=11,0.977394461632,0.977394461632,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.414205824,Rangefinder: distance=None; voltage=None,None,None,93,True,ACTIVE,GUIDED,True
2017_07_18__15-05-57_968,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192129;lon=-86.2401364;alt=270.6,LocationGlobalRelative:lat=41.5192129;lon=-86.2401364;alt=19.81,LocationLocal:north=-42.2554969788;east=-26.780298233;down=-25.8404102325,Attitude:pitch=0.0188893582672;yaw=1.65277934074;roll=0.0125510999933,[-0.1; 0.91; -0.01],GPSInfo:fix=4;num_sat=11,0.977394461632,0.977394461632,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.51782713,Rangefinder: distance=None; voltage=None,None,None,93,True,ACTIVE,GUIDED,True
2017_07_18__15-05-58_068,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192129;lon=-86.2401364;alt=270.6,LocationGlobalRelative:lat=41.5192129;lon=-86.2401364;alt=19.81,LocationLocal:north=-42.2554969788;east=-26.780298233;down=-25.8404102325,Attitude:pitch=0.0188893582672;yaw=1.65277934074;roll=0.0125510999933,[-0.1; 0.91; -0.01],GPSInfo:fix=4;num_sat=11,0.977394461632,0.977394461632,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.620594861,Rangefinder: distance=None; voltage=None,None,None,93,True,ACTIVE,GUIDED,True
2017_07_18__15-05-58_168,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192125;lon=-86.2401263;alt=270.57,LocationGlobalRelative:lat=41.5192125;lon=-86.2401263;alt=19.78,LocationLocal:north=-42.2554969788;east=-26.780298233;down=-25.8404102325,Attitude:pitch=0.0188893582672;yaw=1.65277934074;roll=0.0125510999933,[0.0; 0.93; 0.0],GPSInfo:fix=4;num_sat=11,0.785175085068,0.785175085068,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101940877,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-58_268,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192125;lon=-86.2401263;alt=270.57,LocationGlobalRelative:lat=41.5192125;lon=-86.2401263;alt=19.78,LocationLocal:north=-42.2554969788;east=-26.780298233;down=-25.8404102325,Attitude:pitch=0.0188893582672;yaw=1.65277934074;roll=0.0125510999933,[0.0; 0.93; 0.0],GPSInfo:fix=4;num_sat=11,0.785175085068,0.785175085068,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.205189882,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-58_368,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192125;lon=-86.2401263;alt=270.57,LocationGlobalRelative:lat=41.5192125;lon=-86.2401263;alt=19.78,LocationLocal:north=-42.3011550903;east=-25.9445762634;down=-25.8155879974,Attitude:pitch=0.0188893582672;yaw=1.65277934074;roll=0.0125510999933,[0.0; 0.93; 0.0],GPSInfo:fix=4;num_sat=11,0.785175085068,0.785175085068,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.307651781,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-05-58_468,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192125;lon=-86.2401263;alt=270.57,LocationGlobalRelative:lat=41.5192125;lon=-86.2401263;alt=19.78,LocationLocal:north=-42.3011550903;east=-25.9445762634;down=-25.8155879974,Attitude:pitch=0.0141299609095;yaw=1.66053521633;roll=0.0472737699747,[0.0; 0.93; 0.0],GPSInfo:fix=4;num_sat=11,0.785175085068,0.785175085068,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.418239712,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
