time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-20-49_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.104403063655,{'y': -2.980163812637329; 'x': 0.023528529331088066; 'z': 0.0005901278927922249},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.104403063655,PHYS_2,{'y': -86.2401238; 'x': 41.5194205; 'z': 1.44},{'y': 0.02; 'x': 0.1; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-16_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9765634536743164; 'x': 0.022113213315606117; 'z': 0.00016017723828554153},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401195; 'x': 41.5194187; 'z': 1.31},{'y': 0.0; 'x': 0.11; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9765634536743164; 'x': 0.022113213315606117; 'z': 0.00016017723828554153},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401195; 'x': 41.5194187; 'z': 1.31},{'y': 0.0; 'x': 0.11; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9765634536743164; 'x': 0.022113213315606117; 'z': 0.00016017723828554153},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401195; 'x': 41.5194187; 'z': 1.31},{'y': 0.0; 'x': 0.11; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.9765634536743164; 'x': 0.022113213315606117; 'z': 0.00016017723828554153},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401194; 'x': 41.5194188; 'z': 1.33},{'y': 0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.976640224456787; 'x': 0.02196665294468403; 'z': 0.00012017786502838135},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401194; 'x': 41.5194188; 'z': 1.33},{'y': 0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.123693168163,{'y': -2.976640224456787; 'x': 0.02196665294468403; 'z': 0.00012017786502838135},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.123693168163,PHYS_2,{'y': -86.2401194; 'x': 41.5194188; 'z': 1.33},{'y': 0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.123693168163,{'y': -2.976640224456787; 'x': 0.02196665294468403; 'z': 0.00012017786502838135},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.123693168163,PHYS_2,{'y': -86.2401194; 'x': 41.5194188; 'z': 1.33},{'y': 0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.123693168163,{'y': -2.976640224456787; 'x': 0.02196665294468403; 'z': 0.00012017786502838135},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.123693168163,PHYS_2,{'y': -86.2401194; 'x': 41.5194188; 'z': 1.33},{'y': 0.01; 'x': 0.1; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.123693168163,{'y': -2.976640224456787; 'x': 0.02196665294468403; 'z': 0.00012017786502838135},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.123693168163,PHYS_2,{'y': -86.2401192; 'x': 41.5194187; 'z': 1.34},{'y': 0.02; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.123693168163,{'y': -2.9766197204589844; 'x': 0.021753286942839622; 'z': -6.560329347848892e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.123693168163,PHYS_2,{'y': -86.2401192; 'x': 41.5194187; 'z': 1.34},{'y': 0.02; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-17_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.123693168163,{'y': -2.9766197204589844; 'x': 0.021753286942839622; 'z': -6.560329347848892e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.123693168163,PHYS_2,{'y': -86.2401192; 'x': 41.5194187; 'z': 1.34},{'y': 0.02; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0989949479699,{'y': -2.9766197204589844; 'x': 0.021753286942839622; 'z': -6.560329347848892e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0989949479699,PHYS_2,{'y': -86.2401192; 'x': 41.5194187; 'z': 1.34},{'y': 0.02; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0989949479699,{'y': -2.9766197204589844; 'x': 0.021753286942839622; 'z': -6.560329347848892e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0989949479699,PHYS_2,{'y': -86.2401192; 'x': 41.5194187; 'z': 1.34},{'y': 0.02; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0989949479699,{'y': -2.9766197204589844; 'x': 0.021753286942839622; 'z': -6.560329347848892e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0989949479699,PHYS_2,{'y': -86.2401192; 'x': 41.5194187; 'z': 1.34},{'y': 0.02; 'x': 0.09; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0989949479699,{'y': -2.9766197204589844; 'x': 0.021753286942839622; 'z': -6.560329347848892e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0989949479699,PHYS_2,{'y': -86.2401189; 'x': 41.5194186; 'z': 1.34},{'y': 0.03; 'x': 0.08; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.408166617155,{'y': -2.9766626358032227; 'x': 0.021574290469288826; 'z': -0.0003222525119781494},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.408166617155,PHYS_2,{'y': -86.2401189; 'x': 41.5194186; 'z': 1.34},{'y': 0.03; 'x': 0.08; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.408166617155,{'y': -2.9766626358032227; 'x': 0.021574290469288826; 'z': -0.0003222525119781494},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.408166617155,PHYS_2,{'y': -86.2401189; 'x': 41.5194186; 'z': 1.34},{'y': 0.03; 'x': 0.08; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.408166617155,{'y': -2.9766626358032227; 'x': 0.021574290469288826; 'z': -0.0003222525119781494},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.408166617155,PHYS_2,{'y': -86.2401189; 'x': 41.5194186; 'z': 1.34},{'y': 0.03; 'x': 0.08; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.408166617155,{'y': -2.9766626358032227; 'x': 0.021574290469288826; 'z': -0.0003222525119781494},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.408166617155,PHYS_2,{'y': -86.2401189; 'x': 41.5194186; 'z': 1.34},{'y': 0.03; 'x': 0.08; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.408166617155,{'y': -2.9766626358032227; 'x': 0.021574290469288826; 'z': -0.0003222525119781494},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.408166617155,PHYS_2,{'y': -86.2401189; 'x': 41.5194186; 'z': 1.34},{'y': 0.03; 'x': 0.08; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-18_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.408166617155,{'y': -2.9766626358032227; 'x': 0.021574290469288826; 'z': -0.0003222525119781494},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.408166617155,PHYS_2,{'y': -86.2401181; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.110453605652,{'y': -2.976691722869873; 'x': 0.02129211835563183; 'z': -0.0008913781493902206},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.110453605652,PHYS_2,{'y': -86.2401181; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.110453605652,{'y': -2.976691722869873; 'x': 0.02129211835563183; 'z': -0.0008913781493902206},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.110453605652,PHYS_2,{'y': -86.2401181; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.110453605652,{'y': -2.976691722869873; 'x': 0.02129211835563183; 'z': -0.0008913781493902206},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.110453605652,PHYS_2,{'y': -86.2401181; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.110453605652,{'y': -2.976691722869873; 'x': 0.02129211835563183; 'z': -0.0008913781493902206},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.110453605652,PHYS_2,{'y': -86.2401181; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_493,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.110453605652,{'y': -2.976691722869873; 'x': 0.02129211835563183; 'z': -0.0008913781493902206},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.110453605652,PHYS_2,{'y': -86.2401175; 'x': 41.5194181; 'z': 1.32},{'y': 0.07; 'x': 0.05; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.110453605652,{'y': -2.976691722869873; 'x': 0.02129211835563183; 'z': -0.0008913781493902206},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.110453605652,PHYS_2,{'y': -86.2401175; 'x': 41.5194181; 'z': 1.32},{'y': 0.07; 'x': 0.05; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.110453605652,{'y': -2.976691722869873; 'x': 0.02129211835563183; 'z': -0.0008913781493902206},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.110453605652,PHYS_2,{'y': -86.2401175; 'x': 41.5194181; 'z': 1.32},{'y': 0.07; 'x': 0.05; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.976733446121216; 'x': 0.02112547494471073; 'z': -0.00105341337621212},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401175; 'x': 41.5194181; 'z': 1.32},{'y': 0.07; 'x': 0.05; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.976733446121216; 'x': 0.02112547494471073; 'z': -0.00105341337621212},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401175; 'x': 41.5194181; 'z': 1.32},{'y': 0.07; 'x': 0.05; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-19_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.976733446121216; 'x': 0.02112547494471073; 'z': -0.00105341337621212},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401175; 'x': 41.5194181; 'z': 1.32},{'y': 0.07; 'x': 0.05; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.976733446121216; 'x': 0.02112547494471073; 'z': -0.00105341337621212},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401175; 'x': 41.5194181; 'z': 1.32},{'y': 0.07; 'x': 0.05; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.976733446121216; 'x': 0.02112547494471073; 'z': -0.00105341337621212},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401172; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.976733446121216; 'x': 0.02112547494471073; 'z': -0.00105341337621212},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401172; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.97666597366333; 'x': 0.02143208496272564; 'z': -0.0006632613949477673},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401172; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.97666597366333; 'x': 0.02143208496272564; 'z': -0.0006632613949477673},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401172; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.97666597366333; 'x': 0.02143208496272564; 'z': -0.0006632613949477673},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401172; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.97666597366333; 'x': 0.02143208496272564; 'z': -0.0006632613949477673},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401172; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.97666597366333; 'x': 0.02143208496272564; 'z': -0.0006632613949477673},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401172; 'x': 41.5194183; 'z': 1.33},{'y': 0.06; 'x': 0.06; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.97666597366333; 'x': 0.02143208496272564; 'z': -0.0006632613949477673},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401171; 'x': 41.5194187; 'z': 1.34},{'y': 0.05; 'x': 0.08; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-20_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.97666597366333; 'x': 0.02143208496272564; 'z': -0.0006632613949477673},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401171; 'x': 41.5194187; 'z': 1.34},{'y': 0.05; 'x': 0.08; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.97666597366333; 'x': 0.02143208496272564; 'z': -0.0006632613949477673},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401171; 'x': 41.5194187; 'z': 1.34},{'y': 0.05; 'x': 0.08; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.97666597366333; 'x': 0.02143208496272564; 'z': -0.0006632613949477673},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401171; 'x': 41.5194187; 'z': 1.34},{'y': 0.05; 'x': 0.08; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.976623058319092; 'x': 0.02180556021630764; 'z': -2.9081013053655624e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401171; 'x': 41.5194187; 'z': 1.34},{'y': 0.05; 'x': 0.08; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.976623058319092; 'x': 0.02180556021630764; 'z': -2.9081013053655624e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401171; 'x': 41.5194187; 'z': 1.34},{'y': 0.05; 'x': 0.08; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.976623058319092; 'x': 0.02180556021630764; 'z': -2.9081013053655624e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401171; 'x': 41.5194187; 'z': 1.34},{'y': 0.05; 'x': 0.08; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.976623058319092; 'x': 0.02180556021630764; 'z': -2.9081013053655624e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.240117; 'x': 41.5194195; 'z': 1.35},{'y': 0.05; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.976623058319092; 'x': 0.02180556021630764; 'z': -2.9081013053655624e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.240117; 'x': 41.5194195; 'z': 1.35},{'y': 0.05; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.976623058319092; 'x': 0.02180556021630764; 'z': -2.9081013053655624e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.240117; 'x': 41.5194195; 'z': 1.35},{'y': 0.05; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976583242416382; 'x': 0.02264237590134144; 'z': 0.00020715128630399704},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240117; 'x': 41.5194195; 'z': 1.35},{'y': 0.05; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-21_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976583242416382; 'x': 0.02264237590134144; 'z': 0.00020715128630399704},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240117; 'x': 41.5194195; 'z': 1.35},{'y': 0.05; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-22_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976583242416382; 'x': 0.02264237590134144; 'z': 0.00020715128630399704},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240117; 'x': 41.5194195; 'z': 1.35},{'y': 0.05; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-22_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976583242416382; 'x': 0.02264237590134144; 'z': 0.00020715128630399704},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240117; 'x': 41.5194195; 'z': 1.35},{'y': 0.05; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-22_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976583242416382; 'x': 0.02264237590134144; 'z': 0.00020715128630399704},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240117; 'x': 41.5194195; 'z': 1.35},{'y': 0.05; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-22_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976583242416382; 'x': 0.02264237590134144; 'z': 0.00020715128630399704},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240117; 'x': 41.5194195; 'z': 1.35},{'y': 0.05; 'x': 0.12; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-22_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976583242416382; 'x': 0.02264237590134144; 'z': 0.00020715128630399704},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401172; 'x': 41.51942; 'z': 1.37},{'y': 0.02; 'x': 0.13; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-22_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.976583242416382; 'x': 0.02264237590134144; 'z': 0.00020715128630399704},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401172; 'x': 41.51942; 'z': 1.37},{'y': 0.02; 'x': 0.13; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-22_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -2.976625442504883; 'x': 0.022477010264992714; 'z': 0.0008452795445919037},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401172; 'x': 41.51942; 'z': 1.37},{'y': 0.02; 'x': 0.13; 'z': 0.02},189,ALT_HOLD
2017_07_18__15-21-22_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -2.976625442504883; 'x': 0.022477010264992714; 'z': 0.0008452795445919037},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401172; 'x': 41.51942; 'z': 1.37},{'y': 0.02; 'x': 0.13; 'z': 0.02},189,ALT_HOLD
