time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__14-23-03_009,STANDBY,{'current': None; 'voltage': 22.24; 'level': None},0.0707106739283,{'y': -2.2231147289276123; 'x': 0.058644503355026245; 'z': 0.007204553112387657},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406092; 'x': 41.5194005; 'z': -1.51},{'y': 0.0; 'x': -0.05; 'z': -0.07},232,STABILIZE
2017_07_18__14-27-37_810,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.019999999553,{'y': -2.226633071899414; 'x': 0.05230458825826645; 'z': 0.006852809339761734},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240597; 'x': 41.5194018; 'z': -1.42},{'y': -0.03; 'x': -0.13; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-37_909,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.019999999553,{'y': -2.226633071899414; 'x': 0.05230458825826645; 'z': 0.006852809339761734},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240597; 'x': 41.5194018; 'z': -1.42},{'y': -0.03; 'x': -0.13; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_009,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.019999999553,{'y': -2.226633071899414; 'x': 0.05230458825826645; 'z': 0.006852809339761734},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240597; 'x': 41.5194018; 'z': -1.42},{'y': -0.03; 'x': -0.13; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_109,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.019999999553,{'y': -2.226633071899414; 'x': 0.05230458825826645; 'z': 0.006852809339761734},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2405963; 'x': 41.5194016; 'z': -1.44},{'y': -0.02; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_209,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.092195443809,{'y': -2.226505994796753; 'x': 0.05249933898448944; 'z': 0.006967244669795036},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.092195443809,PHYS_12,{'y': -86.2405963; 'x': 41.5194016; 'z': -1.44},{'y': -0.02; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_309,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.092195443809,{'y': -2.226505994796753; 'x': 0.05249933898448944; 'z': 0.006967244669795036},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.092195443809,PHYS_12,{'y': -86.2405963; 'x': 41.5194016; 'z': -1.44},{'y': -0.02; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_409,STANDBY,{'current': None; 'voltage': 22.23; 'level': None},0.092195443809,{'y': -2.226505994796753; 'x': 0.05249933898448944; 'z': 0.006967244669795036},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.092195443809,PHYS_12,{'y': -86.2405963; 'x': 41.5194016; 'z': -1.44},{'y': -0.02; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_509,STANDBY,{'current': None; 'voltage': 22.23; 'level': None},0.092195443809,{'y': -2.226505994796753; 'x': 0.05249933898448944; 'z': 0.006967244669795036},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.092195443809,PHYS_12,{'y': -86.2405957; 'x': 41.5194013; 'z': -1.47},{'y': -0.02; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_609,STANDBY,{'current': None; 'voltage': 22.23; 'level': None},0.0399999991059,{'y': -2.226408004760742; 'x': 0.05253676325082779; 'z': 0.007070052903145552},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0399999991059,PHYS_12,{'y': -86.2405957; 'x': 41.5194013; 'z': -1.47},{'y': -0.02; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_709,STANDBY,{'current': None; 'voltage': 22.23; 'level': None},0.0399999991059,{'y': -2.226408004760742; 'x': 0.05253676325082779; 'z': 0.007070052903145552},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0399999991059,PHYS_12,{'y': -86.2405957; 'x': 41.5194013; 'z': -1.47},{'y': -0.02; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_809,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0399999991059,{'y': -2.226408004760742; 'x': 0.05253676325082779; 'z': 0.007070052903145552},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0399999991059,PHYS_12,{'y': -86.2405957; 'x': 41.5194013; 'z': -1.47},{'y': -0.02; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-38_909,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0399999991059,{'y': -2.226408004760742; 'x': 0.05253676325082779; 'z': 0.007070052903145552},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0399999991059,PHYS_12,{'y': -86.2405953; 'x': 41.5194011; 'z': -1.48},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_009,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0399999991059,{'y': -2.226408004760742; 'x': 0.05253676325082779; 'z': 0.007070052903145552},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0399999991059,PHYS_12,{'y': -86.2405953; 'x': 41.5194011; 'z': -1.48},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_110,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0640312358737,{'y': -2.226299524307251; 'x': 0.052337661385536194; 'z': 0.007260531652718782},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2405953; 'x': 41.5194011; 'z': -1.48},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_208,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0640312358737,{'y': -2.226299524307251; 'x': 0.052337661385536194; 'z': 0.007260531652718782},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2405953; 'x': 41.5194011; 'z': -1.48},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_309,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0640312358737,{'y': -2.226299524307251; 'x': 0.052337661385536194; 'z': 0.007260531652718782},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2405953; 'x': 41.5194011; 'z': -1.48},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_409,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0640312358737,{'y': -2.226299524307251; 'x': 0.052337661385536194; 'z': 0.007260531652718782},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2405953; 'x': 41.5194011; 'z': -1.48},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_509,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0640312358737,{'y': -2.226299524307251; 'x': 0.052337661385536194; 'z': 0.007260531652718782},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2405953; 'x': 41.5194011; 'z': -1.48},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_609,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0640312358737,{'y': -2.226250648498535; 'x': 0.05250539630651474; 'z': 0.007475884631276131},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_709,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0141421351582,{'y': -2.226250648498535; 'x': 0.05250539630651474; 'z': 0.007475884631276131},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_809,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0141421351582,{'y': -2.226250648498535; 'x': 0.05250539630651474; 'z': 0.007475884631276131},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-39_909,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0141421351582,{'y': -2.226250648498535; 'x': 0.05250539630651474; 'z': 0.007475884631276131},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_009,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0141421351582,{'y': -2.226250648498535; 'x': 0.05250539630651474; 'z': 0.007475884631276131},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_109,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0141421351582,{'y': -2.226250648498535; 'x': 0.05250539630651474; 'z': 0.007475884631276131},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_209,STANDBY,{'current': None; 'voltage': 22.226; 'level': None},0.0141421351582,{'y': -2.226250648498535; 'x': 0.05250539630651474; 'z': 0.007475884631276131},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_309,STANDBY,{'current': None; 'voltage': 22.226; 'level': None},0.0141421351582,{'y': -2.226250648498535; 'x': 0.05250539630651474; 'z': 0.007475884631276131},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_409,STANDBY,{'current': None; 'voltage': 22.226; 'level': None},0.0141421351582,{'y': -2.2261834144592285; 'x': 0.052650436758995056; 'z': 0.007597783114761114},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_509,STANDBY,{'current': None; 'voltage': 22.226; 'level': None},0.0141421351582,{'y': -2.2261834144592285; 'x': 0.052650436758995056; 'z': 0.007597783114761114},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_609,STANDBY,{'current': None; 'voltage': 22.226; 'level': None},0.0141421351582,{'y': -2.2261834144592285; 'x': 0.052650436758995056; 'z': 0.007597783114761114},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_709,STANDBY,{'current': None; 'voltage': 22.226; 'level': None},0.031622774899,{'y': -2.2261834144592285; 'x': 0.052650436758995056; 'z': 0.007597783114761114},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.240595; 'x': 41.519401; 'z': -1.51},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_809,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.031622774899,{'y': -2.2261834144592285; 'x': 0.052650436758995056; 'z': 0.007597783114761114},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2405944; 'x': 41.5194007; 'z': -1.55},{'y': -0.03; 'x': -0.11; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-40_909,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.031622774899,{'y': -2.2260959148406982; 'x': 0.05265576392412186; 'z': 0.007659357972443104},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2405944; 'x': 41.5194007; 'z': -1.55},{'y': -0.03; 'x': -0.11; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_009,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.031622774899,{'y': -2.2260959148406982; 'x': 0.05265576392412186; 'z': 0.007659357972443104},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2405944; 'x': 41.5194007; 'z': -1.55},{'y': -0.03; 'x': -0.11; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_109,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.0608276240528,{'y': -2.2260959148406982; 'x': 0.05265576392412186; 'z': 0.007659357972443104},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0608276240528,PHYS_12,{'y': -86.2405944; 'x': 41.5194007; 'z': -1.55},{'y': -0.03; 'x': -0.11; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_209,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.0608276240528,{'y': -2.2260959148406982; 'x': 0.05265576392412186; 'z': 0.007659357972443104},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0608276240528,PHYS_12,{'y': -86.2405944; 'x': 41.5194007; 'z': -1.55},{'y': -0.03; 'x': -0.11; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_309,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.0608276240528,{'y': -2.2260959148406982; 'x': 0.05265576392412186; 'z': 0.007659357972443104},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0608276240528,PHYS_12,{'y': -86.240594; 'x': 41.5194004; 'z': -1.57},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_409,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.0608276240528,{'y': -2.2260959148406982; 'x': 0.05265576392412186; 'z': 0.007659357972443104},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0608276240528,PHYS_12,{'y': -86.240594; 'x': 41.5194004; 'z': -1.57},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_509,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.019999999553,{'y': -2.226067543029785; 'x': 0.05270534008741379; 'z': 0.0074552814476192},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240594; 'x': 41.5194004; 'z': -1.57},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_609,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.019999999553,{'y': -2.226067543029785; 'x': 0.05270534008741379; 'z': 0.0074552814476192},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240594; 'x': 41.5194004; 'z': -1.57},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_709,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.019999999553,{'y': -2.226067543029785; 'x': 0.05270534008741379; 'z': 0.0074552814476192},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2405936; 'x': 41.5194002; 'z': -1.59},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_809,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.019999999553,{'y': -2.2260501384735107; 'x': 0.05264221876859665; 'z': 0.007478578481823206},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2405936; 'x': 41.5194002; 'z': -1.59},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-41_909,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0223606787622,{'y': -2.2260501384735107; 'x': 0.05264221876859665; 'z': 0.007478578481823206},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2405936; 'x': 41.5194002; 'z': -1.59},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-42_009,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0223606787622,{'y': -2.2260501384735107; 'x': 0.05264221876859665; 'z': 0.007478578481823206},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2405936; 'x': 41.5194002; 'z': -1.59},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-42_109,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0223606787622,{'y': -2.2260501384735107; 'x': 0.05264221876859665; 'z': 0.007478578481823206},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2405936; 'x': 41.5194002; 'z': -1.59},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-42_208,STANDBY,{'current': None; 'voltage': 22.231; 'level': None},0.0223606787622,{'y': -2.2260501384735107; 'x': 0.05264221876859665; 'z': 0.007478578481823206},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2405936; 'x': 41.5194002; 'z': -1.59},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-42_309,STANDBY,{'current': None; 'voltage': 22.24; 'level': None},0.0223606787622,{'y': -2.2260501384735107; 'x': 0.05264221876859665; 'z': 0.007478578481823206},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2405934; 'x': 41.5193998; 'z': -1.62},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-42_409,STANDBY,{'current': None; 'voltage': 22.24; 'level': None},0.0223606787622,{'y': -2.2260501384735107; 'x': 0.05264221876859665; 'z': 0.007478578481823206},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2405934; 'x': 41.5193998; 'z': -1.62},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-42_521,STANDBY,{'current': None; 'voltage': 22.24; 'level': None},0.0223606787622,{'y': -2.2259538173675537; 'x': 0.052460089325904846; 'z': 0.007526788394898176},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2405934; 'x': 41.5193998; 'z': -1.62},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-42_609,STANDBY,{'current': None; 'voltage': 22.24; 'level': None},0.0424264073372,{'y': -2.2259538173675537; 'x': 0.052460089325904846; 'z': 0.007526788394898176},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0424264073372,PHYS_12,{'y': -86.2405934; 'x': 41.5193998; 'z': -1.62},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-42_709,STANDBY,{'current': None; 'voltage': 22.24; 'level': None},0.0424264073372,{'y': -2.2259538173675537; 'x': 0.052460089325904846; 'z': 0.007526788394898176},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0424264073372,PHYS_12,{'y': -86.2405934; 'x': 41.5193998; 'z': -1.62},{'y': -0.03; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-42_809,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0424264073372,{'y': -2.2259538173675537; 'x': 0.052460089325904846; 'z': 0.007526788394898176},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0424264073372,PHYS_12,{'y': -86.2405934; 'x': 41.5193995; 'z': -1.63},{'y': -0.05; 'x': -0.12; 'z': 0.02},232,STABILIZE
2017_07_18__14-27-42_909,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0728010982275,{'y': -2.225883960723877; 'x': 0.052211977541446686; 'z': 0.007772069424390793},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0728010982275,PHYS_12,{'y': -86.2405934; 'x': 41.5193995; 'z': -1.63},{'y': -0.05; 'x': -0.12; 'z': 0.02},232,STABILIZE
2017_07_18__14-27-43_009,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0728010982275,{'y': -2.225883960723877; 'x': 0.052211977541446686; 'z': 0.007772069424390793},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0728010982275,PHYS_12,{'y': -86.2405934; 'x': 41.5193995; 'z': -1.63},{'y': -0.05; 'x': -0.12; 'z': 0.02},232,STABILIZE
2017_07_18__14-27-43_109,STANDBY,{'current': None; 'voltage': 22.221; 'level': None},0.0728010982275,{'y': -2.225883960723877; 'x': 0.052211977541446686; 'z': 0.007772069424390793},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0728010982275,PHYS_12,{'y': -86.2405933; 'x': 41.5193992; 'z': -1.66},{'y': -0.06; 'x': -0.12; 'z': 0.02},232,STABILIZE
2017_07_18__14-27-43_209,STANDBY,{'current': None; 'voltage': 22.221; 'level': None},0.0728010982275,{'y': -2.225846767425537; 'x': 0.05213932693004608; 'z': 0.007993943057954311},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0728010982275,PHYS_12,{'y': -86.2405933; 'x': 41.5193992; 'z': -1.66},{'y': -0.06; 'x': -0.12; 'z': 0.02},232,STABILIZE
2017_07_18__14-27-43_309,STANDBY,{'current': None; 'voltage': 22.221; 'level': None},0.0565685406327,{'y': -2.225846767425537; 'x': 0.05213932693004608; 'z': 0.007993943057954311},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0565685406327,PHYS_12,{'y': -86.2405933; 'x': 41.5193992; 'z': -1.66},{'y': -0.06; 'x': -0.12; 'z': 0.02},232,STABILIZE
2017_07_18__14-27-43_409,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0565685406327,{'y': -2.225846767425537; 'x': 0.05213932693004608; 'z': 0.007993943057954311},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0565685406327,PHYS_12,{'y': -86.2405933; 'x': 41.5193992; 'z': -1.66},{'y': -0.06; 'x': -0.12; 'z': 0.02},232,STABILIZE
2017_07_18__14-27-43_509,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0565685406327,{'y': -2.225846767425537; 'x': 0.05213932693004608; 'z': 0.007993943057954311},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0565685406327,PHYS_12,{'y': -86.2405933; 'x': 41.5193992; 'z': -1.66},{'y': -0.06; 'x': -0.12; 'z': 0.02},232,STABILIZE
2017_07_18__14-27-43_609,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0565685406327,{'y': -2.225846767425537; 'x': 0.05213932693004608; 'z': 0.007993943057954311},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0565685406327,PHYS_12,{'y': -86.2405933; 'x': 41.519399; 'z': -1.69},{'y': -0.07; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-43_709,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.120415940881,{'y': -2.225794553756714; 'x': 0.05214712768793106; 'z': 0.008169821463525295},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.120415940881,PHYS_12,{'y': -86.2405933; 'x': 41.519399; 'z': -1.69},{'y': -0.07; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-43_809,STANDBY,{'current': None; 'voltage': 22.292; 'level': None},0.120415940881,{'y': -2.225794553756714; 'x': 0.05214712768793106; 'z': 0.008169821463525295},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.120415940881,PHYS_12,{'y': -86.2405933; 'x': 41.519399; 'z': -1.69},{'y': -0.07; 'x': -0.12; 'z': 0.01},232,STABILIZE
2017_07_18__14-27-43_909,STANDBY,{'current': None; 'voltage': 22.292; 'level': None},0.120415940881,{'y': -2.225794553756714; 'x': 0.05214712768793106; 'z': 0.008169821463525295},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.120415940881,PHYS_12,{'y': -86.2405933; 'x': 41.519399; 'z': -1.69},{'y': -0.07; 'x': -0.12; 'z': 0.01},232,STABILIZE
