time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-24-07_820,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.131529465318,{'y': -2.9684064388275146; 'x': 0.02617846615612507; 'z': 0.00515387486666441},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.131529465318,PHYS_2,{'y': -86.2401239; 'x': 41.5194318; 'z': 0.23},{'y': 0.0; 'x': 0.1; 'z': -0.05},190,GUIDED
2017_07_18__15-25-35_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.8998888731,{'y': 1.6541318893432617; 'x': 0.028422651812434196; 'z': 0.017398294061422348},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.8998888731,PHYS_2,{'y': -86.2400308; 'x': 41.5192062; 'z': 20.04},{'y': 0.84; 'x': 0.08; 'z': 0.0},94,GUIDED
2017_07_18__15-25-35_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.860058069229,{'y': 1.646175742149353; 'x': 0.020616905763745308; 'z': 0.04017799720168114},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.860058069229,PHYS_2,{'y': -86.2400308; 'x': 41.5192062; 'z': 20.04},{'y': 0.84; 'x': 0.08; 'z': 0.0},94,GUIDED
2017_07_18__15-25-35_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.860058069229,{'y': 1.646175742149353; 'x': 0.020616905763745308; 'z': 0.04017799720168114},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.860058069229,PHYS_2,{'y': -86.2400258; 'x': 41.5192065; 'z': 20.05},{'y': 0.78; 'x': 0.0; 'z': 0.0},94,GUIDED
2017_07_18__15-25-35_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.860058069229,{'y': 1.646175742149353; 'x': 0.020616905763745308; 'z': 0.04017799720168114},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.860058069229,PHYS_2,{'y': -86.2400258; 'x': 41.5192065; 'z': 20.05},{'y': 0.78; 'x': 0.0; 'z': 0.0},94,GUIDED
2017_07_18__15-25-35_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.860058069229,{'y': 1.6441947221755981; 'x': -0.0033902786672115326; 'z': 0.03683968260884285},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.860058069229,PHYS_2,{'y': -86.2400258; 'x': 41.5192065; 'z': 20.05},{'y': 0.78; 'x': 0.0; 'z': 0.0},94,GUIDED
2017_07_18__15-25-35_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.866833269596,{'y': 1.6441947221755981; 'x': -0.0033902786672115326; 'z': 0.03683968260884285},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.866833269596,PHYS_2,{'y': -86.2400258; 'x': 41.5192065; 'z': 20.05},{'y': 0.78; 'x': 0.0; 'z': 0.0},94,GUIDED
2017_07_18__15-25-35_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.866833269596,{'y': 1.6441947221755981; 'x': -0.0033902786672115326; 'z': 0.03683968260884285},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.866833269596,PHYS_2,{'y': -86.2400208; 'x': 41.5192063; 'z': 20.07},{'y': 0.82; 'x': -0.12; 'z': -0.02},94,GUIDED
2017_07_18__15-25-35_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.866833269596,{'y': 1.6441947221755981; 'x': -0.0033902786672115326; 'z': 0.03683968260884285},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.866833269596,PHYS_2,{'y': -86.2400208; 'x': 41.5192063; 'z': 20.07},{'y': 0.82; 'x': -0.12; 'z': -0.02},94,GUIDED
2017_07_18__15-25-36_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.866833269596,{'y': 1.6441947221755981; 'x': -0.0033902786672115326; 'z': 0.03683968260884285},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.866833269596,PHYS_2,{'y': -86.2400208; 'x': 41.5192063; 'z': 20.07},{'y': 0.82; 'x': -0.12; 'z': -0.02},94,GUIDED
2017_07_18__15-25-36_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.866833269596,{'y': 1.6441947221755981; 'x': -0.0033902786672115326; 'z': 0.03683968260884285},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.866833269596,PHYS_2,{'y': -86.2400208; 'x': 41.5192063; 'z': 20.07},{'y': 0.82; 'x': -0.12; 'z': -0.02},94,GUIDED
2017_07_18__15-25-36_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.866833269596,{'y': 1.6441947221755981; 'x': -0.0033902786672115326; 'z': 0.03683968260884285},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.866833269596,PHYS_2,{'y': -86.2400208; 'x': 41.5192063; 'z': 20.07},{'y': 0.82; 'x': -0.12; 'z': -0.02},94,GUIDED
2017_07_18__15-25-36_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.866833269596,{'y': 1.6441947221755981; 'x': -0.0033902786672115326; 'z': 0.03683968260884285},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.866833269596,PHYS_2,{'y': -86.2400208; 'x': 41.5192063; 'z': 20.07},{'y': 0.82; 'x': -0.12; 'z': -0.02},94,GUIDED
2017_07_18__15-25-36_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.924391686916,{'y': 1.654431700706482; 'x': 0.0002541225403547287; 'z': 0.014156441204249859},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.924391686916,PHYS_2,{'y': -86.2400208; 'x': 41.5192063; 'z': 20.07},{'y': 0.82; 'x': -0.12; 'z': -0.02},95,GUIDED
2017_07_18__15-25-36_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.924391686916,{'y': 1.654431700706482; 'x': 0.0002541225403547287; 'z': 0.014156441204249859},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.924391686916,PHYS_2,{'y': -86.2400152; 'x': 41.5192059; 'z': 20.1},{'y': 0.85; 'x': -0.13; 'z': -0.03},95,GUIDED
2017_07_18__15-25-36_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.924391686916,{'y': 1.654431700706482; 'x': 0.0002541225403547287; 'z': 0.014156441204249859},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.924391686916,PHYS_2,{'y': -86.2400152; 'x': 41.5192059; 'z': 20.1},{'y': 0.85; 'x': -0.13; 'z': -0.03},95,GUIDED
2017_07_18__15-25-36_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.924391686916,{'y': 1.654431700706482; 'x': 0.0002541225403547287; 'z': 0.014156441204249859},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.924391686916,PHYS_2,{'y': -86.2400152; 'x': 41.5192059; 'z': 20.1},{'y': 0.85; 'x': -0.13; 'z': -0.03},95,GUIDED
2017_07_18__15-25-36_820,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.924391686916,{'y': 1.654431700706482; 'x': 0.0002541225403547287; 'z': 0.014156441204249859},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.924391686916,PHYS_2,{'y': -86.2400152; 'x': 41.5192059; 'z': 20.1},{'y': 0.85; 'x': -0.13; 'z': -0.03},95,GUIDED
2017_07_18__15-25-36_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.924391686916,{'y': 1.654431700706482; 'x': 0.0002541225403547287; 'z': 0.014156441204249859},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.924391686916,PHYS_2,{'y': -86.2400152; 'x': 41.5192059; 'z': 20.1},{'y': 0.85; 'x': -0.13; 'z': -0.03},95,GUIDED
2017_07_18__15-25-37_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.924391686916,{'y': 1.6631479263305664; 'x': 0.0014824215322732925; 'z': 0.016997385770082474},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.924391686916,PHYS_2,{'y': -86.2400152; 'x': 41.5192059; 'z': 20.1},{'y': 0.85; 'x': -0.13; 'z': -0.03},95,GUIDED
2017_07_18__15-25-37_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.936482787132,{'y': 1.6631479263305664; 'x': 0.0014824215322732925; 'z': 0.016997385770082474},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.936482787132,PHYS_2,{'y': -86.2400152; 'x': 41.5192059; 'z': 20.1},{'y': 0.85; 'x': -0.13; 'z': -0.03},95,GUIDED
2017_07_18__15-25-37_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.936482787132,{'y': 1.6631479263305664; 'x': 0.0014824215322732925; 'z': 0.016997385770082474},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.936482787132,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},95,GUIDED
2017_07_18__15-25-37_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.936482787132,{'y': 1.656787633895874; 'x': -0.0035060690715909004; 'z': 0.03458922728896141},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.936482787132,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},95,GUIDED
2017_07_18__15-25-37_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.0111874342,{'y': 1.656787633895874; 'x': -0.0035060690715909004; 'z': 0.03458922728896141},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.0111874342,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},94,GUIDED
2017_07_18__15-25-37_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.0111874342,{'y': 1.656787633895874; 'x': -0.0035060690715909004; 'z': 0.03458922728896141},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.0111874342,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},94,GUIDED
2017_07_18__15-25-37_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.0111874342,{'y': 1.656787633895874; 'x': -0.0035060690715909004; 'z': 0.03458922728896141},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.0111874342,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},94,GUIDED
2017_07_18__15-25-37_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.0111874342,{'y': 1.656787633895874; 'x': -0.0035060690715909004; 'z': 0.03458922728896141},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.0111874342,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},94,GUIDED
2017_07_18__15-25-37_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.0111874342,{'y': 1.656787633895874; 'x': -0.0035060690715909004; 'z': 0.03458922728896141},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.0111874342,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},94,GUIDED
2017_07_18__15-25-37_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.0111874342,{'y': 1.656787633895874; 'x': -0.0035060690715909004; 'z': 0.03458922728896141},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.0111874342,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},94,GUIDED
2017_07_18__15-25-38_020,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.0111874342,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.0111874342,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},94,GUIDED
2017_07_18__15-25-38_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.0111874342,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.0111874342,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},94,GUIDED
2017_07_18__15-25-38_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.04403066635,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.04403066635,PHYS_2,{'y': -86.2400096; 'x': 41.5192058; 'z': 20.1},{'y': 0.88; 'x': -0.13; 'z': -0.01},93,GUIDED
2017_07_18__15-25-38_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.04403066635,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.04403066635,PHYS_2,{'y': -86.2399972; 'x': 41.5192045; 'z': 20.08},{'y': 0.92; 'x': -0.26; 'z': -0.02},93,GUIDED
2017_07_18__15-25-38_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.04403066635,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.04403066635,PHYS_2,{'y': -86.2399972; 'x': 41.5192045; 'z': 20.08},{'y': 0.92; 'x': -0.26; 'z': -0.02},93,GUIDED
2017_07_18__15-25-38_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.04403066635,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.04403066635,PHYS_2,{'y': -86.2399972; 'x': 41.5192045; 'z': 20.08},{'y': 0.92; 'x': -0.26; 'z': -0.02},93,GUIDED
2017_07_18__15-25-38_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.04403066635,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.04403066635,PHYS_2,{'y': -86.2399972; 'x': 41.5192045; 'z': 20.08},{'y': 0.92; 'x': -0.26; 'z': -0.02},93,GUIDED
2017_07_18__15-25-38_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.04403066635,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.04403066635,PHYS_2,{'y': -86.2399908; 'x': 41.5192033; 'z': 20.08},{'y': 0.89; 'x': -0.26; 'z': -0.02},93,GUIDED
2017_07_18__15-25-38_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.04403066635,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.04403066635,PHYS_2,{'y': -86.2399908; 'x': 41.5192033; 'z': 20.08},{'y': 0.89; 'x': -0.26; 'z': -0.02},93,GUIDED
2017_07_18__15-25-38_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.04403066635,{'y': 1.6429085731506348; 'x': 0.015404695644974709; 'z': 0.04303181916475296},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.04403066635,PHYS_2,{'y': -86.2399908; 'x': 41.5192033; 'z': 20.08},{'y': 0.89; 'x': -0.26; 'z': -0.02},93,GUIDED
2017_07_18__15-25-39_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.05304312706,{'y': 1.6684203147888184; 'x': 0.032359108328819275; 'z': 0.025003701448440552},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.05304312706,PHYS_2,{'y': -86.2399908; 'x': 41.5192033; 'z': 20.08},{'y': 0.89; 'x': -0.26; 'z': -0.02},96,GUIDED
2017_07_18__15-25-39_120,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.05304312706,{'y': 1.6684203147888184; 'x': 0.032359108328819275; 'z': 0.025003701448440552},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.05304312706,PHYS_2,{'y': -86.2399843; 'x': 41.5192021; 'z': 20.07},{'y': 0.8; 'x': -0.26; 'z': -0.02},96,GUIDED
2017_07_18__15-25-39_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.05304312706,{'y': 1.6684203147888184; 'x': 0.032359108328819275; 'z': 0.025003701448440552},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.05304312706,PHYS_2,{'y': -86.2399843; 'x': 41.5192021; 'z': 20.07},{'y': 0.8; 'x': -0.26; 'z': -0.02},96,GUIDED
2017_07_18__15-25-39_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.05304312706,{'y': 1.6684203147888184; 'x': 0.032359108328819275; 'z': 0.025003701448440552},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.05304312706,PHYS_2,{'y': -86.2399843; 'x': 41.5192021; 'z': 20.07},{'y': 0.8; 'x': -0.26; 'z': -0.02},96,GUIDED
2017_07_18__15-25-39_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.05304312706,{'y': 1.6684203147888184; 'x': 0.032359108328819275; 'z': 0.025003701448440552},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.05304312706,PHYS_2,{'y': -86.2399843; 'x': 41.5192021; 'z': 20.07},{'y': 0.8; 'x': -0.26; 'z': -0.02},96,GUIDED
2017_07_18__15-25-39_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.05304312706,{'y': 1.6684203147888184; 'x': 0.032359108328819275; 'z': 0.025003701448440552},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.05304312706,PHYS_2,{'y': -86.2399843; 'x': 41.5192021; 'z': 20.07},{'y': 0.8; 'x': -0.26; 'z': -0.02},96,GUIDED
2017_07_18__15-25-39_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.05304312706,{'y': 1.6749041080474854; 'x': 0.030855124816298485; 'z': 0.057280249893665314},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.05304312706,PHYS_2,{'y': -86.2399843; 'x': 41.5192021; 'z': 20.07},{'y': 0.8; 'x': -0.26; 'z': -0.02},96,GUIDED
2017_07_18__15-25-39_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.984123945236,{'y': 1.6749041080474854; 'x': 0.030855124816298485; 'z': 0.057280249893665314},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.984123945236,PHYS_2,{'y': -86.2399843; 'x': 41.5192021; 'z': 20.07},{'y': 0.8; 'x': -0.26; 'z': -0.02},95,GUIDED
2017_07_18__15-25-39_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.984123945236,{'y': 1.6749041080474854; 'x': 0.030855124816298485; 'z': 0.057280249893665314},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.984123945236,PHYS_2,{'y': -86.2399786; 'x': 41.5192004; 'z': 20.08},{'y': 0.69; 'x': -0.4; 'z': -0.03},95,GUIDED
2017_07_18__15-25-39_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.984123945236,{'y': 1.6749041080474854; 'x': 0.030855124816298485; 'z': 0.057280249893665314},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.984123945236,PHYS_2,{'y': -86.2399786; 'x': 41.5192004; 'z': 20.08},{'y': 0.69; 'x': -0.4; 'z': -0.03},95,GUIDED
2017_07_18__15-25-40_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.984123945236,{'y': 1.6749041080474854; 'x': 0.030855124816298485; 'z': 0.057280249893665314},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.984123945236,PHYS_2,{'y': -86.2399786; 'x': 41.5192004; 'z': 20.08},{'y': 0.69; 'x': -0.4; 'z': -0.03},95,GUIDED
2017_07_18__15-25-40_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.984123945236,{'y': 1.6654449701309204; 'x': 0.03820016235113144; 'z': 0.07002215832471848},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.984123945236,PHYS_2,{'y': -86.2399786; 'x': 41.5192004; 'z': 20.08},{'y': 0.69; 'x': -0.4; 'z': -0.03},95,GUIDED
2017_07_18__15-25-40_224,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.982344150543,{'y': 1.6654449701309204; 'x': 0.03820016235113144; 'z': 0.07002215832471848},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.982344150543,PHYS_2,{'y': -86.2399786; 'x': 41.5192004; 'z': 20.08},{'y': 0.69; 'x': -0.4; 'z': -0.03},95,GUIDED
2017_07_18__15-25-40_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.982344150543,{'y': 1.6654449701309204; 'x': 0.03820016235113144; 'z': 0.07002215832471848},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.982344150543,PHYS_2,{'y': -86.2399735; 'x': 41.5191972; 'z': 20.08},{'y': 0.5; 'x': -0.66; 'z': -0.02},95,GUIDED
2017_07_18__15-25-40_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.982344150543,{'y': 1.6654449701309204; 'x': 0.03820016235113144; 'z': 0.07002215832471848},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.982344150543,PHYS_2,{'y': -86.2399735; 'x': 41.5191972; 'z': 20.08},{'y': 0.5; 'x': -0.66; 'z': -0.02},95,GUIDED
2017_07_18__15-25-40_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.982344150543,{'y': 1.6654449701309204; 'x': 0.03820016235113144; 'z': 0.07002215832471848},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.982344150543,PHYS_2,{'y': -86.2399735; 'x': 41.5191972; 'z': 20.08},{'y': 0.5; 'x': -0.66; 'z': -0.02},95,GUIDED
2017_07_18__15-25-40_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.919238805771,{'y': 1.667273998260498; 'x': 0.13444894552230835; 'z': 0.08106207102537155},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.919238805771,PHYS_2,{'y': -86.2399735; 'x': 41.5191972; 'z': 20.08},{'y': 0.5; 'x': -0.66; 'z': -0.02},95,GUIDED
2017_07_18__15-25-40_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.919238805771,{'y': 1.667273998260498; 'x': 0.13444894552230835; 'z': 0.08106207102537155},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.919238805771,PHYS_2,{'y': -86.2399735; 'x': 41.5191972; 'z': 20.08},{'y': 0.5; 'x': -0.66; 'z': -0.02},95,GUIDED
2017_07_18__15-25-40_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.919238805771,{'y': 1.667273998260498; 'x': 0.13444894552230835; 'z': 0.08106207102537155},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.919238805771,PHYS_2,{'y': -86.2399718; 'x': 41.5191924; 'z': 20.09},{'y': -0.3; 'x': -0.81; 'z': -0.05},95,GUIDED
2017_07_18__15-25-40_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.919238805771,{'y': 1.667273998260498; 'x': 0.13444894552230835; 'z': 0.08106207102537155},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.919238805771,PHYS_2,{'y': -86.2399718; 'x': 41.5191924; 'z': 20.09},{'y': -0.3; 'x': -0.81; 'z': -0.05},95,GUIDED
