time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__16-42-11_621,STANDBY,{'current': 1.0; 'voltage': 16.266; 'level': 90},0.0299999993294,{'y': -3.088733196258545; 'x': -0.03170124813914299; 'z': -0.015578210353851318},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0299999993294,PHYS_1,{'y': -86.2399872; 'x': 41.5194343; 'z': 2.29},{'y': 0.0; 'x': 0.04; 'z': 0.0},183,LOITER
2017_07_18__16-45-14_520,ACTIVE,{'current': 15.77; 'voltage': 15.74; 'level': 86},6.98000001907,{'y': 1.0776561498641968; 'x': -0.08347506076097488; 'z': 0.045961953699588776},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.98000001907,PHYS_1,{'y': -86.2396189; 'x': 41.5190933; 'z': 18.33},{'y': 6.13; 'x': 3.19; 'z': -1.21},61,GUIDED
2017_07_18__16-45-14_620,ACTIVE,{'current': 15.77; 'voltage': 15.74; 'level': 86},7.02999973297,{'y': 1.0837597846984863; 'x': -0.015123575925827026; 'z': 0.02587609551846981},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,7.02999973297,PHYS_1,{'y': -86.2396189; 'x': 41.5190933; 'z': 18.33},{'y': 6.13; 'x': 3.19; 'z': -1.21},61,GUIDED
2017_07_18__16-45-14_720,ACTIVE,{'current': 15.77; 'voltage': 15.74; 'level': 86},7.02999973297,{'y': 1.0837597846984863; 'x': -0.015123575925827026; 'z': 0.02587609551846981},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,7.02999973297,PHYS_1,{'y': -86.2396189; 'x': 41.5190933; 'z': 18.33},{'y': 6.13; 'x': 3.19; 'z': -1.21},61,GUIDED
2017_07_18__16-45-14_820,ACTIVE,{'current': 14.3; 'voltage': 15.74; 'level': 86},7.02999973297,{'y': 1.0798108577728271; 'x': -0.035245053470134735; 'z': 0.007715411484241486},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,7.02999973297,PHYS_1,{'y': -86.2395975; 'x': 41.5191017; 'z': 17.9},{'y': 6.06; 'x': 3.1; 'z': -1.33},61,GUIDED
2017_07_18__16-45-14_920,ACTIVE,{'current': 14.3; 'voltage': 15.74; 'level': 86},6.96999979019,{'y': 1.0798108577728271; 'x': -0.035245053470134735; 'z': 0.007715411484241486},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.96999979019,PHYS_1,{'y': -86.2395975; 'x': 41.5191017; 'z': 17.9},{'y': 6.06; 'x': 3.1; 'z': -1.33},61,GUIDED
2017_07_18__16-45-15_022,ACTIVE,{'current': 14.3; 'voltage': 15.74; 'level': 86},6.96999979019,{'y': 1.0798108577728271; 'x': -0.035245053470134735; 'z': 0.007715411484241486},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.96999979019,PHYS_1,{'y': -86.2395975; 'x': 41.5191017; 'z': 17.9},{'y': 6.06; 'x': 3.1; 'z': -1.33},61,GUIDED
2017_07_18__16-45-15_119,ACTIVE,{'current': 15.92; 'voltage': 15.699; 'level': 86},6.96999979019,{'y': 1.0798108577728271; 'x': -0.035245053470134735; 'z': 0.007715411484241486},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.96999979019,PHYS_1,{'y': -86.2395785; 'x': 41.5191091; 'z': 17.53},{'y': 5.96; 'x': 3.04; 'z': -1.24},61,GUIDED
2017_07_18__16-45-15_220,ACTIVE,{'current': 15.92; 'voltage': 15.699; 'level': 86},6.96999979019,{'y': 1.0798108577728271; 'x': -0.035245053470134735; 'z': 0.007715411484241486},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.96999979019,PHYS_1,{'y': -86.2395785; 'x': 41.5191091; 'z': 17.53},{'y': 5.96; 'x': 3.04; 'z': -1.24},61,GUIDED
2017_07_18__16-45-15_320,ACTIVE,{'current': 16.89; 'voltage': 15.699; 'level': 86},6.80999994278,{'y': 1.0798108577728271; 'x': -0.035245053470134735; 'z': 0.007715411484241486},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.80999994278,PHYS_1,{'y': -86.2395785; 'x': 41.5191091; 'z': 17.53},{'y': 5.96; 'x': 3.04; 'z': -1.24},62,GUIDED
2017_07_18__16-45-15_420,ACTIVE,{'current': 16.89; 'voltage': 15.699; 'level': 86},6.80999994278,{'y': 1.0798108577728271; 'x': -0.035245053470134735; 'z': 0.007715411484241486},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.80999994278,PHYS_1,{'y': -86.2395571; 'x': 41.5191173; 'z': 17.12},{'y': 5.91; 'x': 3.02; 'z': -1.28},62,GUIDED
2017_07_18__16-45-15_520,ACTIVE,{'current': 14.4; 'voltage': 15.699; 'level': 86},6.75,{'y': 1.0870052576065063; 'x': -0.027805455029010773; 'z': 0.008151918649673462},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.75,PHYS_1,{'y': -86.2395571; 'x': 41.5191173; 'z': 17.12},{'y': 5.91; 'x': 3.02; 'z': -1.28},62,GUIDED
2017_07_18__16-45-15_620,ACTIVE,{'current': 14.4; 'voltage': 15.699; 'level': 86},6.75,{'y': 1.0870052576065063; 'x': -0.027805455029010773; 'z': 0.008151918649673462},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.75,PHYS_1,{'y': -86.2395571; 'x': 41.5191173; 'z': 17.12},{'y': 5.91; 'x': 3.02; 'z': -1.28},62,GUIDED
2017_07_18__16-45-15_720,ACTIVE,{'current': 14.4; 'voltage': 15.699; 'level': 86},6.75,{'y': 1.084532618522644; 'x': -0.014695370569825172; 'z': 0.005984216928482056},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.75,PHYS_1,{'y': -86.2395363; 'x': 41.5191256; 'z': 16.73},{'y': 5.83; 'x': 3.03; 'z': -1.26},62,GUIDED
2017_07_18__16-45-15_819,ACTIVE,{'current': 15.01; 'voltage': 15.709; 'level': 86},6.73999977112,{'y': 1.084532618522644; 'x': -0.014695370569825172; 'z': 0.005984216928482056},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.73999977112,PHYS_1,{'y': -86.2395363; 'x': 41.5191256; 'z': 16.73},{'y': 5.83; 'x': 3.03; 'z': -1.26},62,GUIDED
2017_07_18__16-45-15_919,ACTIVE,{'current': 15.01; 'voltage': 15.709; 'level': 86},6.73999977112,{'y': 1.084532618522644; 'x': -0.014695370569825172; 'z': 0.005984216928482056},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.73999977112,PHYS_1,{'y': -86.2395192; 'x': 41.5191325; 'z': 16.4},{'y': 5.61; 'x': 2.95; 'z': -1.17},62,GUIDED
2017_07_18__16-45-16_020,ACTIVE,{'current': 15.01; 'voltage': 15.709; 'level': 86},6.67000007629,{'y': 1.0840561389923096; 'x': 0.12453139573335648; 'z': 0.021399671211838722},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.67000007629,PHYS_1,{'y': -86.2395192; 'x': 41.5191325; 'z': 16.4},{'y': 5.61; 'x': 2.95; 'z': -1.17},61,GUIDED
2017_07_18__16-45-16_120,ACTIVE,{'current': 16.59; 'voltage': 15.709; 'level': 86},6.67000007629,{'y': 1.0840561389923096; 'x': 0.12453139573335648; 'z': 0.021399671211838722},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.67000007629,PHYS_1,{'y': -86.2395192; 'x': 41.5191325; 'z': 16.4},{'y': 5.61; 'x': 2.95; 'z': -1.17},61,GUIDED
2017_07_18__16-45-16_220,ACTIVE,{'current': 16.59; 'voltage': 15.709; 'level': 86},6.67000007629,{'y': 1.0840561389923096; 'x': 0.12453139573335648; 'z': 0.021399671211838722},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.67000007629,PHYS_1,{'y': -86.2394987; 'x': 41.5191407; 'z': 16.04},{'y': 5.02; 'x': 2.62; 'z': -1.07},61,GUIDED
2017_07_18__16-45-16_320,ACTIVE,{'current': 16.47; 'voltage': 15.709; 'level': 86},6.23000001907,{'y': 1.074876070022583; 'x': 0.2946632206439972; 'z': 0.044254980981349945},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.23000001907,PHYS_1,{'y': -86.2394987; 'x': 41.5191407; 'z': 16.04},{'y': 5.02; 'x': 2.62; 'z': -1.07},61,GUIDED
2017_07_18__16-45-16_420,ACTIVE,{'current': 16.47; 'voltage': 15.709; 'level': 86},6.23000001907,{'y': 1.074876070022583; 'x': 0.2946632206439972; 'z': 0.044254980981349945},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.23000001907,PHYS_1,{'y': -86.2394987; 'x': 41.5191407; 'z': 16.04},{'y': 5.02; 'x': 2.62; 'z': -1.07},61,GUIDED
2017_07_18__16-45-16_519,ACTIVE,{'current': 16.47; 'voltage': 15.709; 'level': 86},6.23000001907,{'y': 1.074876070022583; 'x': 0.2946632206439972; 'z': 0.044254980981349945},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,6.23000001907,PHYS_1,{'y': -86.2394808; 'x': 41.5191478; 'z': 15.73},{'y': 4.09; 'x': 2.02; 'z': -0.9},61,GUIDED
2017_07_18__16-45-16_620,ACTIVE,{'current': 23.16; 'voltage': 15.709; 'level': 86},5.73999977112,{'y': 1.086771011352539; 'x': 0.2827260494232178; 'z': 0.0033483048900961876},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,5.73999977112,PHYS_1,{'y': -86.2394808; 'x': 41.5191478; 'z': 15.73},{'y': 4.09; 'x': 2.02; 'z': -0.9},62,GUIDED
2017_07_18__16-45-16_720,ACTIVE,{'current': 23.16; 'voltage': 15.709; 'level': 86},5.73999977112,{'y': 1.086771011352539; 'x': 0.2827260494232178; 'z': 0.0033483048900961876},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,5.73999977112,PHYS_1,{'y': -86.2394697; 'x': 41.5191522; 'z': 15.64},{'y': 3.34; 'x': 1.69; 'z': -0.61},62,GUIDED
2017_07_18__16-45-16_820,ACTIVE,{'current': 23.16; 'voltage': 15.709; 'level': 86},5.73999977112,{'y': 1.086771011352539; 'x': 0.2827260494232178; 'z': 0.0033483048900961876},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,5.73999977112,PHYS_1,{'y': -86.2394697; 'x': 41.5191522; 'z': 15.64},{'y': 3.34; 'x': 1.69; 'z': -0.61},62,GUIDED
2017_07_18__16-45-16_919,ACTIVE,{'current': 19.19; 'voltage': 15.646; 'level': 86},4.38000011444,{'y': 1.083686351776123; 'x': 0.211215540766716; 'z': 0.010701695457100868},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,4.38000011444,PHYS_1,{'y': -86.2394697; 'x': 41.5191522; 'z': 15.64},{'y': 3.34; 'x': 1.69; 'z': -0.61},61,GUIDED
2017_07_18__16-45-17_020,ACTIVE,{'current': 19.19; 'voltage': 15.646; 'level': 86},4.38000011444,{'y': 1.083686351776123; 'x': 0.211215540766716; 'z': 0.010701695457100868},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,4.38000011444,PHYS_1,{'y': -86.2394584; 'x': 41.5191571; 'z': 15.59},{'y': 2.75; 'x': 1.43; 'z': -0.53},61,GUIDED
2017_07_18__16-45-17_119,ACTIVE,{'current': 18.11; 'voltage': 15.646; 'level': 86},4.38000011444,{'y': 1.0775505304336548; 'x': 0.16900606453418732; 'z': 0.025374138727784157},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,4.38000011444,PHYS_1,{'y': -86.2394584; 'x': 41.5191571; 'z': 15.59},{'y': 2.75; 'x': 1.43; 'z': -0.53},61,GUIDED
2017_07_18__16-45-17_220,ACTIVE,{'current': 18.11; 'voltage': 15.646; 'level': 86},3.91999983788,{'y': 1.0775505304336548; 'x': 0.16900606453418732; 'z': 0.025374138727784157},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,3.91999983788,PHYS_1,{'y': -86.2394584; 'x': 41.5191571; 'z': 15.59},{'y': 2.75; 'x': 1.43; 'z': -0.53},61,GUIDED
2017_07_18__16-45-17_320,ACTIVE,{'current': 18.11; 'voltage': 15.646; 'level': 86},3.91999983788,{'y': 1.0775505304336548; 'x': 0.16900606453418732; 'z': 0.025374138727784157},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,3.91999983788,PHYS_1,{'y': -86.23945; 'x': 41.5191609; 'z': 15.55},{'y': 2.37; 'x': 1.21; 'z': -0.5},61,GUIDED
2017_07_18__16-45-17_420,ACTIVE,{'current': 17.76; 'voltage': 15.646; 'level': 86},3.91999983788,{'y': 1.0770270824432373; 'x': 0.16665086150169373; 'z': 0.043255336582660675},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,3.91999983788,PHYS_1,{'y': -86.23945; 'x': 41.5191609; 'z': 15.55},{'y': 2.37; 'x': 1.21; 'z': -0.5},61,GUIDED
2017_07_18__16-45-17_520,ACTIVE,{'current': 17.76; 'voltage': 15.646; 'level': 86},3.54999995232,{'y': 1.0770270824432373; 'x': 0.16665086150169373; 'z': 0.043255336582660675},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,3.54999995232,PHYS_1,{'y': -86.23945; 'x': 41.5191609; 'z': 15.55},{'y': 2.37; 'x': 1.21; 'z': -0.5},61,GUIDED
2017_07_18__16-45-17_619,ACTIVE,{'current': 17.76; 'voltage': 15.646; 'level': 86},3.54999995232,{'y': 1.0770270824432373; 'x': 0.16665086150169373; 'z': 0.043255336582660675},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,3.54999995232,PHYS_1,{'y': -86.2394423; 'x': 41.5191644; 'z': 15.49},{'y': 2.02; 'x': 0.98; 'z': -0.44},61,GUIDED
2017_07_18__16-45-17_719,ACTIVE,{'current': 18.16; 'voltage': 15.672; 'level': 86},2.90999984741,{'y': 1.0814460515975952; 'x': 0.16474640369415283; 'z': 0.04832511395215988},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.90999984741,PHYS_1,{'y': -86.2394423; 'x': 41.5191644; 'z': 15.49},{'y': 2.02; 'x': 0.98; 'z': -0.44},61,GUIDED
2017_07_18__16-45-17_820,ACTIVE,{'current': 18.16; 'voltage': 15.672; 'level': 86},2.90999984741,{'y': 1.0814460515975952; 'x': 0.16474640369415283; 'z': 0.04832511395215988},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.90999984741,PHYS_1,{'y': -86.239435; 'x': 41.5191675; 'z': 15.44},{'y': 1.65; 'x': 0.71; 'z': -0.39},61,GUIDED
2017_07_18__16-45-17_920,ACTIVE,{'current': 17.8; 'voltage': 15.672; 'level': 86},2.90999984741,{'y': 1.0833780765533447; 'x': 0.16775549948215485; 'z': 0.03146124631166458},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.90999984741,PHYS_1,{'y': -86.239435; 'x': 41.5191675; 'z': 15.44},{'y': 1.65; 'x': 0.71; 'z': -0.39},61,GUIDED
2017_07_18__16-45-18_028,ACTIVE,{'current': 17.8; 'voltage': 15.672; 'level': 86},2.90999984741,{'y': 1.0833780765533447; 'x': 0.16775549948215485; 'z': 0.03146124631166458},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.90999984741,PHYS_1,{'y': -86.239435; 'x': 41.5191675; 'z': 15.44},{'y': 1.65; 'x': 0.71; 'z': -0.39},61,GUIDED
2017_07_18__16-45-18_119,ACTIVE,{'current': 17.8; 'voltage': 15.672; 'level': 86},2.59999990463,{'y': 1.0833780765533447; 'x': 0.16775549948215485; 'z': 0.03146124631166458},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.59999990463,PHYS_1,{'y': -86.239435; 'x': 41.5191675; 'z': 15.44},{'y': 1.65; 'x': 0.71; 'z': -0.39},62,GUIDED
2017_07_18__16-45-18_219,ACTIVE,{'current': 17.54; 'voltage': 15.672; 'level': 86},2.59999990463,{'y': 1.0833780765533447; 'x': 0.16775549948215485; 'z': 0.03146124631166458},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.59999990463,PHYS_1,{'y': -86.2394291; 'x': 41.51917; 'z': 15.39},{'y': 1.28; 'x': 0.52; 'z': -0.35},62,GUIDED
2017_07_18__16-45-18_320,ACTIVE,{'current': 17.54; 'voltage': 15.672; 'level': 86},2.34999990463,{'y': 1.0853832960128784; 'x': 0.15218983590602875; 'z': 0.028129765763878822},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.34999990463,PHYS_1,{'y': -86.2394291; 'x': 41.51917; 'z': 15.39},{'y': 1.28; 'x': 0.52; 'z': -0.35},62,GUIDED
2017_07_18__16-45-18_420,ACTIVE,{'current': 17.54; 'voltage': 15.672; 'level': 86},2.34999990463,{'y': 1.0853832960128784; 'x': 0.15218983590602875; 'z': 0.028129765763878822},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.34999990463,PHYS_1,{'y': -86.2394291; 'x': 41.51917; 'z': 15.39},{'y': 1.28; 'x': 0.52; 'z': -0.35},62,GUIDED
2017_07_18__16-45-18_520,ACTIVE,{'current': 17.43; 'voltage': 15.673; 'level': 86},2.34999990463,{'y': 1.0818289518356323; 'x': 0.1399311125278473; 'z': 0.03226926177740097},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.34999990463,PHYS_1,{'y': -86.2394245; 'x': 41.5191719; 'z': 15.34},{'y': 0.98; 'x': 0.37; 'z': -0.33},62,GUIDED
2017_07_18__16-45-18_620,ACTIVE,{'current': 17.43; 'voltage': 15.673; 'level': 86},2.34999990463,{'y': 1.0818289518356323; 'x': 0.1399311125278473; 'z': 0.03226926177740097},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,2.34999990463,PHYS_1,{'y': -86.2394245; 'x': 41.5191719; 'z': 15.34},{'y': 0.98; 'x': 0.37; 'z': -0.33},62,GUIDED
2017_07_18__16-45-18_720,ACTIVE,{'current': 17.84; 'voltage': 15.673; 'level': 86},1.79999995232,{'y': 1.0818289518356323; 'x': 0.1399311125278473; 'z': 0.03226926177740097},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,1.79999995232,PHYS_1,{'y': -86.2394201; 'x': 41.5191737; 'z': 15.31},{'y': 0.76; 'x': 0.22; 'z': -0.26},62,GUIDED
2017_07_18__16-45-18_823,ACTIVE,{'current': 17.84; 'voltage': 15.673; 'level': 86},1.79999995232,{'y': 1.0821726322174072; 'x': 0.14716117084026337; 'z': 0.04187913239002228},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,1.79999995232,PHYS_1,{'y': -86.2394201; 'x': 41.5191737; 'z': 15.31},{'y': 0.76; 'x': 0.22; 'z': -0.26},62,GUIDED
2017_07_18__16-45-18_919,ACTIVE,{'current': 17.84; 'voltage': 15.673; 'level': 86},1.53999996185,{'y': 1.0821726322174072; 'x': 0.14716117084026337; 'z': 0.04187913239002228},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,1.53999996185,PHYS_1,{'y': -86.2394201; 'x': 41.5191737; 'z': 15.31},{'y': 0.76; 'x': 0.22; 'z': -0.26},61,GUIDED
2017_07_18__16-45-19_020,ACTIVE,{'current': 17.45; 'voltage': 15.673; 'level': 86},1.53999996185,{'y': 1.0821726322174072; 'x': 0.14716117084026337; 'z': 0.04187913239002228},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,1.53999996185,PHYS_1,{'y': -86.2394166; 'x': 41.5191749; 'z': 15.26},{'y': 0.55; 'x': 0.05; 'z': -0.25},61,GUIDED
2017_07_18__16-45-19_122,ACTIVE,{'current': 17.45; 'voltage': 15.673; 'level': 86},1.53999996185,{'y': 1.0799791812896729; 'x': 0.14013516902923584; 'z': 0.03654853254556656},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,1.53999996185,PHYS_1,{'y': -86.2394166; 'x': 41.5191749; 'z': 15.26},{'y': 0.55; 'x': 0.05; 'z': -0.25},61,GUIDED
2017_07_18__16-45-19_221,ACTIVE,{'current': 17.75; 'voltage': 15.673; 'level': 86},1.16999995708,{'y': 1.0799791812896729; 'x': 0.14013516902923584; 'z': 0.03654853254556656},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,1.16999995708,PHYS_1,{'y': -86.2394166; 'x': 41.5191749; 'z': 15.26},{'y': 0.55; 'x': 0.05; 'z': -0.25},61,GUIDED
2017_07_18__16-45-19_320,ACTIVE,{'current': 17.75; 'voltage': 15.673; 'level': 86},1.16999995708,{'y': 1.0799791812896729; 'x': 0.14013516902923584; 'z': 0.03654853254556656},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,1.16999995708,PHYS_1,{'y': -86.239414; 'x': 41.5191757; 'z': 15.24},{'y': 0.38; 'x': -0.1; 'z': -0.2},61,GUIDED
2017_07_18__16-45-19_420,ACTIVE,{'current': 17.75; 'voltage': 15.673; 'level': 86},1.16999995708,{'y': 1.0798752307891846; 'x': 0.14051876962184906; 'z': 0.02409774251282215},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,1.16999995708,PHYS_1,{'y': -86.239414; 'x': 41.5191757; 'z': 15.24},{'y': 0.38; 'x': -0.1; 'z': -0.2},61,GUIDED
2017_07_18__16-45-19_520,ACTIVE,{'current': 16.92; 'voltage': 15.677; 'level': 86},0.969999969006,{'y': 1.0798752307891846; 'x': 0.14051876962184906; 'z': 0.02409774251282215},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,0.969999969006,PHYS_1,{'y': -86.239414; 'x': 41.5191757; 'z': 15.24},{'y': 0.38; 'x': -0.1; 'z': -0.2},61,GUIDED
2017_07_18__16-45-19_620,ACTIVE,{'current': 16.92; 'voltage': 15.677; 'level': 86},0.969999969006,{'y': 1.0798752307891846; 'x': 0.14051876962184906; 'z': 0.02409774251282215},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,0.969999969006,PHYS_1,{'y': -86.2394121; 'x': 41.5191761; 'z': 15.22},{'y': 0.22; 'x': -0.22; 'z': -0.19},61,GUIDED
2017_07_18__16-45-19_720,ACTIVE,{'current': 16.92; 'voltage': 15.677; 'level': 86},0.799999952316,{'y': 1.0838425159454346; 'x': 0.12383736670017242; 'z': 0.014186160638928413},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,0.799999952316,PHYS_1,{'y': -86.2394121; 'x': 41.5191761; 'z': 15.22},{'y': 0.22; 'x': -0.22; 'z': -0.19},62,GUIDED
2017_07_18__16-45-19_820,ACTIVE,{'current': 17.32; 'voltage': 15.677; 'level': 86},0.799999952316,{'y': 1.0838425159454346; 'x': 0.12383736670017242; 'z': 0.014186160638928413},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,0.799999952316,PHYS_1,{'y': -86.2394121; 'x': 41.5191761; 'z': 15.22},{'y': 0.22; 'x': -0.22; 'z': -0.19},62,GUIDED
2017_07_18__16-45-19_920,ACTIVE,{'current': 17.32; 'voltage': 15.677; 'level': 86},0.799999952316,{'y': 1.0848990678787231; 'x': 0.10641682147979736; 'z': -0.008019717410206795},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,0.799999952316,PHYS_1,{'y': -86.2394106; 'x': 41.5191761; 'z': 15.2},{'y': 0.06; 'x': -0.29; 'z': -0.17},62,GUIDED
2017_07_18__16-45-20_020,ACTIVE,{'current': 17.32; 'voltage': 15.677; 'level': 86},0.489999979734,{'y': 1.0848990678787231; 'x': 0.10641682147979736; 'z': -0.008019717410206795},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,0.489999979734,PHYS_1,{'y': -86.2394106; 'x': 41.5191761; 'z': 15.2},{'y': 0.06; 'x': -0.29; 'z': -0.17},62,GUIDED
2017_07_18__16-45-20_120,ACTIVE,{'current': 16.79; 'voltage': 15.677; 'level': 85},0.489999979734,{'y': 1.0848990678787231; 'x': 0.10641682147979736; 'z': -0.008019717410206795},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -50.89; 'z': 0.0},True,True,0.489999979734,PHYS_1,{'y': -86.2394096; 'x': 41.519176; 'z': 15.18},{'y': -0.05; 'x': -0.29; 'z': -0.18},62,GUIDED
