time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__15-01-10_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519432;lon=-86.2401402;alt=249.89,LocationGlobalRelative:lat=41.519432;lon=-86.2401402;alt=-0.59,LocationLocal:north=-17.8560085297;east=-27.0981349945;down=-5.53496742249,Attitude:pitch=0.0111317746341;yaw=-3.10959482193;roll=0.0107780294493,[0.01; -0.05; 0.0],GPSInfo:fix=4;num_sat=11,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.543894464,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-02-02_291,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194269;lon=-86.240129;alt=250.48,LocationGlobalRelative:lat=41.5194269;lon=-86.240129;alt=0.0,LocationLocal:north=-18.4256401062;east=-26.170539856;down=-5.61895465851,Attitude:pitch=0.00765864923596;yaw=-3.10604405403;roll=0.0089443968609,[0.02; 0.0; 0.02],GPSInfo:fix=4;num_sat=11,0.0640312358737,0.0640312358737,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.360570201,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-02_391,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194269;lon=-86.240129;alt=250.48,LocationGlobalRelative:lat=41.5194269;lon=-86.240129;alt=0.0,LocationLocal:north=-18.4256401062;east=-26.170539856;down=-5.61895465851,Attitude:pitch=0.00765864923596;yaw=-3.10604405403;roll=0.0089443968609,[0.02; 0.0; 0.02],GPSInfo:fix=4;num_sat=11,0.0640312358737,0.0640312358737,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.468161708,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-02_493,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194269;lon=-86.240129;alt=250.48,LocationGlobalRelative:lat=41.5194269;lon=-86.240129;alt=0.0,LocationLocal:north=-18.4256401062;east=-26.170539856;down=-5.61895465851,Attitude:pitch=0.00765864923596;yaw=-3.10604405403;roll=0.0089443968609,[0.02; 0.0; 0.02],GPSInfo:fix=4;num_sat=11,0.0640312358737,0.0640312358737,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.570662839999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-02_591,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194272;lon=-86.2401292;alt=250.48,LocationGlobalRelative:lat=41.5194272;lon=-86.2401292;alt=0.0,LocationLocal:north=-18.3976459503;east=-26.1795940399;down=-5.61104202271,Attitude:pitch=0.00765864923596;yaw=-3.10604405403;roll=0.0089443968609,[0.02; 0.0; 0.02],GPSInfo:fix=4;num_sat=11,0.0640312358737,0.0640312358737,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.627104235999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-02_691,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194272;lon=-86.2401292;alt=250.48,LocationGlobalRelative:lat=41.5194272;lon=-86.2401292;alt=0.0,LocationLocal:north=-18.3976459503;east=-26.1795940399;down=-5.61104202271,Attitude:pitch=0.0075520966202;yaw=-3.10603094101;roll=0.00907573942095,[0.02; 0.0; 0.02],GPSInfo:fix=4;num_sat=11,0.100498750806,0.100498750806,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.730006297,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-02_791,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194272;lon=-86.2401292;alt=250.48,LocationGlobalRelative:lat=41.5194272;lon=-86.2401292;alt=0.0,LocationLocal:north=-18.3976459503;east=-26.1795940399;down=-5.61104202271,Attitude:pitch=0.0075520966202;yaw=-3.10603094101;roll=0.00907573942095,[0.02; 0.0; 0.02],GPSInfo:fix=4;num_sat=11,0.100498750806,0.100498750806,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.833809776,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-02_891,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194276;lon=-86.2401291;alt=250.47,LocationGlobalRelative:lat=41.5194276;lon=-86.2401291;alt=-0.01,LocationLocal:north=-18.3510665894;east=-26.176202774;down=-5.60371541977,Attitude:pitch=0.0075520966202;yaw=-3.10603094101;roll=0.00907573942095,[0.03; 0.0; 0.01],GPSInfo:fix=4;num_sat=11,0.100498750806,0.100498750806,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.938859201,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-02_991,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194276;lon=-86.2401291;alt=250.47,LocationGlobalRelative:lat=41.5194276;lon=-86.2401291;alt=-0.01,LocationLocal:north=-18.3510665894;east=-26.176202774;down=-5.60371541977,Attitude:pitch=0.00788261368871;yaw=-3.10601639748;roll=0.00896344613284,[0.03; 0.0; 0.01],GPSInfo:fix=4;num_sat=11,0.0447213575244,0.0447213575244,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.054815298,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194276;lon=-86.2401291;alt=250.47,LocationGlobalRelative:lat=41.5194276;lon=-86.2401291;alt=-0.01,LocationLocal:north=-18.3510665894;east=-26.176202774;down=-5.60371541977,Attitude:pitch=0.00788261368871;yaw=-3.10601639748;roll=0.00896344613284,[0.03; 0.0; 0.01],GPSInfo:fix=4;num_sat=11,0.0447213575244,0.0447213575244,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0505256039996,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_190,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194276;lon=-86.2401291;alt=250.47,LocationGlobalRelative:lat=41.5194276;lon=-86.2401291;alt=-0.01,LocationLocal:north=-18.3510665894;east=-26.176202774;down=-5.60371541977,Attitude:pitch=0.00788261368871;yaw=-3.10601639748;roll=0.00896344613284,[0.03; 0.0; 0.01],GPSInfo:fix=4;num_sat=11,0.0447213575244,0.0447213575244,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.152743011,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_291,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3510665894;east=-26.176202774;down=-5.60371541977,Attitude:pitch=0.00788261368871;yaw=-3.10601639748;roll=0.00896344613284,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.0447213575244,0.0447213575244,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.260081405,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_395,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00788261368871;yaw=-3.10601639748;roll=0.00896344613284,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.0447213575244,0.0447213575244,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.362840293,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_491,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00788261368871;yaw=-3.10601639748;roll=0.00896344613284,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.0447213575244,0.0447213575244,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.417052442,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_591,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00781769677997;yaw=-3.10586762428;roll=0.00909420941025,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.0447213575244,0.0447213575244,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.518927379,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_691,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00781769677997;yaw=-3.10586762428;roll=0.00909420941025,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.143178209662,0.143178209662,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.623997914,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_791,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00781769677997;yaw=-3.10586762428;roll=0.00909420941025,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.143178209662,0.143178209662,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.727062283,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_891,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00781769677997;yaw=-3.10586762428;roll=0.00909420941025,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.143178209662,0.143178209662,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.829711445,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-03_991,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00756866112351;yaw=-3.10575723648;roll=0.00958466436714,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.143178209662,0.143178209662,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.932574895,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00756866112351;yaw=-3.10575723648;roll=0.00958466436714,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.0538516454399,0.0538516454399,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.037315563,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_191,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00756866112351;yaw=-3.10575723648;roll=0.00958466436714,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.0538516454399,0.0538516454399,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0520168190005,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_291,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.2401293;alt=250.48,LocationGlobalRelative:lat=41.5194279;lon=-86.2401293;alt=0.0,LocationLocal:north=-18.3220863342;east=-26.1901817322;down=-5.61788654327,Attitude:pitch=0.00756866112351;yaw=-3.10575723648;roll=0.00958466436714,[0.03; -0.01; 0.02],GPSInfo:fix=4;num_sat=11,0.0538516454399,0.0538516454399,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.155333043001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_391,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401301;alt=250.51,LocationGlobalRelative:lat=41.519428;lon=-86.2401301;alt=0.03,LocationLocal:north=-18.3010597229;east=-26.2555980682;down=-5.65246725082,Attitude:pitch=0.00740313157439;yaw=-3.10571098328;roll=0.0098559865728,[0.01; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.0538516454399,0.0538516454399,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.257340604,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_491,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401301;alt=250.51,LocationGlobalRelative:lat=41.519428;lon=-86.2401301;alt=0.03,LocationLocal:north=-18.3010597229;east=-26.2555980682;down=-5.65246725082,Attitude:pitch=0.00740313157439;yaw=-3.10571098328;roll=0.0098559865728,[0.01; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.0399999991059,0.0399999991059,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.365307280001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_591,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401301;alt=250.51,LocationGlobalRelative:lat=41.519428;lon=-86.2401301;alt=0.03,LocationLocal:north=-18.3010597229;east=-26.2555980682;down=-5.65246725082,Attitude:pitch=0.00740313157439;yaw=-3.10571098328;roll=0.0098559865728,[0.01; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.0399999991059,0.0399999991059,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.468247448001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_692,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401301;alt=250.51,LocationGlobalRelative:lat=41.519428;lon=-86.2401301;alt=0.03,LocationLocal:north=-18.3010597229;east=-26.2555980682;down=-5.65246725082,Attitude:pitch=0.00762551650405;yaw=-3.10560584068;roll=0.00998392421752,[0.01; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.0399999991059,0.0399999991059,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.569937457,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_792,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401301;alt=250.51,LocationGlobalRelative:lat=41.519428;lon=-86.2401301;alt=0.03,LocationLocal:north=-18.3010597229;east=-26.2555980682;down=-5.65246725082,Attitude:pitch=0.00762551650405;yaw=-3.10560584068;roll=0.00998392421752,[0.01; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.127279222012,0.127279222012,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.62296037,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_891,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401301;alt=250.51,LocationGlobalRelative:lat=41.519428;lon=-86.2401301;alt=0.03,LocationLocal:north=-18.3010597229;east=-26.2555980682;down=-5.65246725082,Attitude:pitch=0.00762551650405;yaw=-3.10560584068;roll=0.00998392421752,[0.01; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.127279222012,0.127279222012,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.050739108,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-04_991,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401301;alt=250.51,LocationGlobalRelative:lat=41.519428;lon=-86.2401301;alt=0.03,LocationLocal:north=-18.3010597229;east=-26.2555980682;down=-5.65246725082,Attitude:pitch=0.00762551650405;yaw=-3.10560584068;roll=0.00998392421752,[0.01; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.127279222012,0.127279222012,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.154075832,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194284;lon=-86.2401304;alt=250.52,LocationGlobalRelative:lat=41.5194284;lon=-86.2401304;alt=0.04,LocationLocal:north=-18.2657184601;east=-26.2852935791;down=-5.66867494583,Attitude:pitch=0.00762551650405;yaw=-3.10560584068;roll=0.00998392421752,[0.02; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.127279222012,0.127279222012,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.255909736,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_191,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194284;lon=-86.2401304;alt=250.52,LocationGlobalRelative:lat=41.5194284;lon=-86.2401304;alt=0.04,LocationLocal:north=-18.2657184601;east=-26.2852935791;down=-5.66867494583,Attitude:pitch=0.00782410427928;yaw=-3.10563373566;roll=0.00986936409026,[0.02; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.360172717999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_291,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194284;lon=-86.2401304;alt=250.52,LocationGlobalRelative:lat=41.5194284;lon=-86.2401304;alt=0.04,LocationLocal:north=-18.2657184601;east=-26.2852935791;down=-5.66867494583,Attitude:pitch=0.00782410427928;yaw=-3.10563373566;roll=0.00986936409026,[0.02; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.463669471999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_391,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194284;lon=-86.2401304;alt=250.52,LocationGlobalRelative:lat=41.5194284;lon=-86.2401304;alt=0.04,LocationLocal:north=-18.2657184601;east=-26.2852935791;down=-5.66867494583,Attitude:pitch=0.00782410427928;yaw=-3.10563373566;roll=0.00986936409026,[0.02; -0.04; 0.03],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.570289875,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_491,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194284;lon=-86.2401305;alt=250.52,LocationGlobalRelative:lat=41.5194284;lon=-86.2401305;alt=0.04,LocationLocal:north=-18.2658424377;east=-26.292016983;down=-5.66068792343,Attitude:pitch=0.00782410427928;yaw=-3.10563373566;roll=0.00986936409026,[0.01; -0.04; 0.02],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.673165665,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_591,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194284;lon=-86.2401305;alt=250.52,LocationGlobalRelative:lat=41.5194284;lon=-86.2401305;alt=0.04,LocationLocal:north=-18.2658424377;east=-26.292016983;down=-5.66068792343,Attitude:pitch=0.0077088046819;yaw=-3.1056535244;roll=0.00973261054605,[0.01; -0.04; 0.02],GPSInfo:fix=4;num_sat=11,0.0848528146744,0.0848528146744,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.783900173999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_691,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194284;lon=-86.2401305;alt=250.52,LocationGlobalRelative:lat=41.5194284;lon=-86.2401305;alt=0.04,LocationLocal:north=-18.2658424377;east=-26.292016983;down=-5.66068792343,Attitude:pitch=0.0077088046819;yaw=-3.1056535244;roll=0.00973261054605,[0.01; -0.04; 0.02],GPSInfo:fix=4;num_sat=11,0.0848528146744,0.0848528146744,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.051040841,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_793,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194284;lon=-86.2401305;alt=250.52,LocationGlobalRelative:lat=41.5194284;lon=-86.2401305;alt=0.04,LocationLocal:north=-18.2658424377;east=-26.292016983;down=-5.66068792343,Attitude:pitch=0.0077088046819;yaw=-3.1056535244;roll=0.00973261054605,[0.01; -0.04; 0.02],GPSInfo:fix=4;num_sat=11,0.0848528146744,0.0848528146744,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.102056831,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_891,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194283;lon=-86.2401304;alt=250.51,LocationGlobalRelative:lat=41.5194283;lon=-86.2401304;alt=0.03,LocationLocal:north=-18.2748527527;east=-26.2795410156;down=-5.6542468071,Attitude:pitch=0.00751368887722;yaw=-3.1057062149;roll=0.00938218366355,[0.0; -0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0848528146744,0.0848528146744,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.210976429,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-05_992,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194283;lon=-86.2401304;alt=250.51,LocationGlobalRelative:lat=41.5194283;lon=-86.2401304;alt=0.03,LocationLocal:north=-18.2748527527;east=-26.2795410156;down=-5.6542468071,Attitude:pitch=0.00751368887722;yaw=-3.1057062149;roll=0.00938218366355,[0.0; -0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.313672883,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-06_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194283;lon=-86.2401304;alt=250.51,LocationGlobalRelative:lat=41.5194283;lon=-86.2401304;alt=0.03,LocationLocal:north=-18.2748527527;east=-26.2795410156;down=-5.6542468071,Attitude:pitch=0.00751368887722;yaw=-3.1057062149;roll=0.00938218366355,[0.0; -0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.415576545,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-06_191,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194283;lon=-86.2401304;alt=250.51,LocationGlobalRelative:lat=41.5194283;lon=-86.2401304;alt=0.03,LocationLocal:north=-18.2748527527;east=-26.2795410156;down=-5.6542468071,Attitude:pitch=0.00751368887722;yaw=-3.1057062149;roll=0.00938218366355,[0.0; -0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.51995768,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-02-06_291,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401302;alt=250.51,LocationGlobalRelative:lat=41.519428;lon=-86.2401302;alt=0.03,LocationLocal:north=-18.3032817841;east=-26.2704200745;down=-5.65810871124,Attitude:pitch=0.00725163146853;yaw=-3.10573720932;roll=0.00914133619517,[-0.01; -0.02; 0.03],GPSInfo:fix=4;num_sat=11,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.622517563,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
