time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__15-20-49_981,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194205;lon=-86.2401238;alt=249.86,LocationGlobalRelative:lat=41.5194205;lon=-86.2401238;alt=1.44,LocationLocal:north=-1.22329080105;east=0.104539528489;down=0.91177457571,Attitude:pitch=0.0235285293311;yaw=-2.98016381264;roll=0.000590127892792,[0.1; 0.02; 0.01],GPSInfo:fix=4;num_sat=8,0.104403063655,0.104403063655,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0506403859999,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-13_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194184;lon=-86.2401198;alt=249.68,LocationGlobalRelative:lat=41.5194184;lon=-86.2401198;alt=1.26,LocationLocal:north=-1.45487558842;east=0.440336257219;down=0.804335832596,Attitude:pitch=0.0218720119447;yaw=-2.97646808624;roll=0.000980922020972,[0.12; -0.03; 0.01],GPSInfo:fix=3;num_sat=8,0.10630145669,0.10630145669,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.868254063,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-13_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194184;lon=-86.2401198;alt=249.68,LocationGlobalRelative:lat=41.5194184;lon=-86.2401198;alt=1.26,LocationLocal:north=-1.45487558842;east=0.440336257219;down=0.804335832596,Attitude:pitch=0.0218720119447;yaw=-2.97646808624;roll=0.000980922020972,[0.12; -0.03; 0.01],GPSInfo:fix=3;num_sat=8,0.10630145669,0.10630145669,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.971819705001,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194184;lon=-86.2401198;alt=249.68,LocationGlobalRelative:lat=41.5194184;lon=-86.2401198;alt=1.26,LocationLocal:north=-1.45487558842;east=0.440336257219;down=0.804335832596,Attitude:pitch=0.0218720119447;yaw=-2.97646808624;roll=0.000980922020972,[0.12; -0.03; 0.01],GPSInfo:fix=3;num_sat=8,0.10630145669,0.10630145669,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.074075453,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_182,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194182;lon=-86.2401196;alt=249.69,LocationGlobalRelative:lat=41.5194182;lon=-86.2401196;alt=1.27,LocationLocal:north=-1.4755396843;east=0.454036921263;down=0.799443721771,Attitude:pitch=0.0218720119447;yaw=-2.97646808624;roll=0.000980922020972,[0.1; -0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.10630145669,0.10630145669,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.178975178,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194182;lon=-86.2401196;alt=249.69,LocationGlobalRelative:lat=41.5194182;lon=-86.2401196;alt=1.27,LocationLocal:north=-1.4755396843;east=0.454036921263;down=0.799443721771,Attitude:pitch=0.0215023625642;yaw=-2.97645044327;roll=0.000443332828581,[0.1; -0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.10630145669,0.10630145669,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.234777312,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_381,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194182;lon=-86.2401196;alt=249.69,LocationGlobalRelative:lat=41.5194182;lon=-86.2401196;alt=1.27,LocationLocal:north=-1.4755396843;east=0.454036921263;down=0.799443721771,Attitude:pitch=0.0215023625642;yaw=-2.97645044327;roll=0.000443332828581,[0.1; -0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.10630145669,0.10630145669,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.338143806,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_481,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194182;lon=-86.2401196;alt=249.69,LocationGlobalRelative:lat=41.5194182;lon=-86.2401196;alt=1.27,LocationLocal:north=-1.4755396843;east=0.454036921263;down=0.799443721771,Attitude:pitch=0.0215023625642;yaw=-2.97645044327;roll=0.000443332828581,[0.1; -0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.134536236525,0.134536236525,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.440442782,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194182;lon=-86.2401196;alt=249.69,LocationGlobalRelative:lat=41.5194182;lon=-86.2401196;alt=1.27,LocationLocal:north=-1.4755396843;east=0.454036921263;down=0.799443721771,Attitude:pitch=0.0215023625642;yaw=-2.97645044327;roll=0.000443332828581,[0.1; -0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.134536236525,0.134536236525,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.10231899,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_681,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401196;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401196;alt=1.28,LocationLocal:north=-1.49352157116;east=0.457876861095;down=0.789254128933,Attitude:pitch=0.0215023625642;yaw=-2.97645044327;roll=0.000443332828581,[0.09; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.134536236525,0.134536236525,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.205694181,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401196;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401196;alt=1.28,LocationLocal:north=-1.49352157116;east=0.457876861095;down=0.789254128933,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.09; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.134536236525,0.134536236525,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.310494298999,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401196;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401196;alt=1.28,LocationLocal:north=-1.49352157116;east=0.457876861095;down=0.789254128933,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.09; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.414189511,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-14_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401196;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401196;alt=1.28,LocationLocal:north=-1.49352157116;east=0.457876861095;down=0.789254128933,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.09; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.515327665,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_081,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194179;lon=-86.2401197;alt=249.69,LocationGlobalRelative:lat=41.5194179;lon=-86.2401197;alt=1.27,LocationLocal:north=-1.49352157116;east=0.457876861095;down=0.789254128933,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.08; -0.01; 0.01],GPSInfo:fix=3;num_sat=8,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.617781733,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_181,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194179;lon=-86.2401197;alt=249.69,LocationGlobalRelative:lat=41.5194179;lon=-86.2401197;alt=1.27,LocationLocal:north=-1.49352157116;east=0.457876861095;down=0.789254128933,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.08; -0.01; 0.01],GPSInfo:fix=3;num_sat=8,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.719775436,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194179;lon=-86.2401197;alt=249.69,LocationGlobalRelative:lat=41.5194179;lon=-86.2401197;alt=1.27,LocationLocal:north=-1.49352157116;east=0.457876861095;down=0.789254128933,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.08; -0.01; 0.01],GPSInfo:fix=3;num_sat=8,0.149999991059,0.149999991059,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.82155869,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_381,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194179;lon=-86.2401197;alt=249.69,LocationGlobalRelative:lat=41.5194179;lon=-86.2401197;alt=1.27,LocationLocal:north=-1.49352157116;east=0.457876861095;down=0.789254128933,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.08; -0.01; 0.01],GPSInfo:fix=3;num_sat=8,0.149999991059,0.149999991059,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0516137289997,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194179;lon=-86.2401197;alt=249.69,LocationGlobalRelative:lat=41.5194179;lon=-86.2401197;alt=1.27,LocationLocal:north=-1.49352157116;east=0.457876861095;down=0.789254128933,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.08; -0.01; 0.01],GPSInfo:fix=3;num_sat=8,0.149999991059,0.149999991059,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.111984200999,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_581,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401197;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401197;alt=1.28,LocationLocal:north=-1.49184083939;east=0.445344418287;down=0.784790039062,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.09; 0.0; 0.01],GPSInfo:fix=3;num_sat=8,0.149999991059,0.149999991059,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.220032316,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_680,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401197;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401197;alt=1.28,LocationLocal:north=-1.49184083939;east=0.445344418287;down=0.784790039062,Attitude:pitch=0.0213068146259;yaw=-2.97651457787;roll=0.000321397557855,[0.09; 0.0; 0.01],GPSInfo:fix=3;num_sat=8,0.149999991059,0.149999991059,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.323207007,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401197;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401197;alt=1.28,LocationLocal:north=-1.49184083939;east=0.445344418287;down=0.784790039062,Attitude:pitch=0.0214181002229;yaw=-2.97657203674;roll=0.00030205026269,[0.09; 0.0; 0.01],GPSInfo:fix=3;num_sat=8,0.149999991059,0.149999991059,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.424149118,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401197;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401197;alt=1.28,LocationLocal:north=-1.49184083939;east=0.445344418287;down=0.784790039062,Attitude:pitch=0.0214181002229;yaw=-2.97657203674;roll=0.00030205026269,[0.09; 0.0; 0.01],GPSInfo:fix=3;num_sat=8,0.149999991059,0.149999991059,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.526245374,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-15_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401197;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401197;alt=1.28,LocationLocal:north=-1.49184083939;east=0.445344418287;down=0.784790039062,Attitude:pitch=0.0214181002229;yaw=-2.97657203674;roll=0.00030205026269,[0.09; 0.0; 0.01],GPSInfo:fix=3;num_sat=8,0.160312190652,0.160312190652,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.627835009,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401197;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401197;alt=1.28,LocationLocal:north=-1.49184083939;east=0.445344418287;down=0.784790039062,Attitude:pitch=0.0214181002229;yaw=-2.97657203674;roll=0.00030205026269,[0.09; 0.0; 0.01],GPSInfo:fix=3;num_sat=8,0.160312190652,0.160312190652,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.729869256,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_181,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519418;lon=-86.2401197;alt=249.7,LocationGlobalRelative:lat=41.519418;lon=-86.2401197;alt=1.28,LocationLocal:north=-1.49184083939;east=0.445344418287;down=0.784790039062,Attitude:pitch=0.0214181002229;yaw=-2.97657203674;roll=0.00030205026269,[0.09; 0.0; 0.01],GPSInfo:fix=3;num_sat=8,0.160312190652,0.160312190652,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.832562039,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194185;lon=-86.2401196;alt=249.72,LocationGlobalRelative:lat=41.5194185;lon=-86.2401196;alt=1.3,LocationLocal:north=-1.4438085556;east=0.450149863958;down=0.768228054047,Attitude:pitch=0.0214181002229;yaw=-2.97657203674;roll=0.00030205026269,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.160312190652,0.160312190652,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.935537483,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194185;lon=-86.2401196;alt=249.72,LocationGlobalRelative:lat=41.5194185;lon=-86.2401196;alt=1.3,LocationLocal:north=-1.4438085556;east=0.450149863958;down=0.768228054047,Attitude:pitch=0.0219813268632;yaw=-2.97657251358;roll=0.000302338041365,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.160312190652,0.160312190652,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.039118413,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194185;lon=-86.2401196;alt=249.72,LocationGlobalRelative:lat=41.5194185;lon=-86.2401196;alt=1.3,LocationLocal:north=-1.4438085556;east=0.450149863958;down=0.768228054047,Attitude:pitch=0.0219813268632;yaw=-2.97657251358;roll=0.000302338041365,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.142264174,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194185;lon=-86.2401196;alt=249.72,LocationGlobalRelative:lat=41.5194185;lon=-86.2401196;alt=1.3,LocationLocal:north=-1.4438085556;east=0.450149863958;down=0.768228054047,Attitude:pitch=0.0219813268632;yaw=-2.97657251358;roll=0.000302338041365,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0505680379993,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_680,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194185;lon=-86.2401196;alt=249.72,LocationGlobalRelative:lat=41.5194185;lon=-86.2401196;alt=1.3,LocationLocal:north=-1.4438085556;east=0.450149863958;down=0.768228054047,Attitude:pitch=0.0219813268632;yaw=-2.97657251358;roll=0.000302338041365,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.15161769,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194185;lon=-86.2401196;alt=249.72,LocationGlobalRelative:lat=41.5194185;lon=-86.2401196;alt=1.3,LocationLocal:north=-1.4438085556;east=0.450149863958;down=0.768228054047,Attitude:pitch=0.0219813268632;yaw=-2.97657251358;roll=0.000302338041365,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.253222902,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194187;lon=-86.2401195;alt=249.73,LocationGlobalRelative:lat=41.5194187;lon=-86.2401195;alt=1.31,LocationLocal:north=-1.42113435268;east=0.460292756557;down=0.753245353699,Attitude:pitch=0.0219813268632;yaw=-2.97657251358;roll=0.000302338041365,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.356029869,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-16_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194187;lon=-86.2401195;alt=249.73,LocationGlobalRelative:lat=41.5194187;lon=-86.2401195;alt=1.31,LocationLocal:north=-1.42113435268;east=0.460292756557;down=0.753245353699,Attitude:pitch=0.0221132133156;yaw=-2.97656345367;roll=0.000160177238286,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0640312358737,0.0640312358737,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.458322685,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-17_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194187;lon=-86.2401195;alt=249.73,LocationGlobalRelative:lat=41.5194187;lon=-86.2401195;alt=1.31,LocationLocal:north=-1.42113435268;east=0.460292756557;down=0.753245353699,Attitude:pitch=0.0221132133156;yaw=-2.97656345367;roll=0.000160177238286,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0640312358737,0.0640312358737,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.561293893999,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-17_180,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194187;lon=-86.2401195;alt=249.73,LocationGlobalRelative:lat=41.5194187;lon=-86.2401195;alt=1.31,LocationLocal:north=-1.42113435268;east=0.460292756557;down=0.753245353699,Attitude:pitch=0.0221132133156;yaw=-2.97656345367;roll=0.000160177238286,[0.11; 0.0; 0.02],GPSInfo:fix=3;num_sat=8,0.0640312358737,0.0640312358737,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.663032392999,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-17_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194188;lon=-86.2401194;alt=249.75,LocationGlobalRelative:lat=41.5194188;lon=-86.2401194;alt=1.33,LocationLocal:north=-1.41265904903;east=0.470187574625;down=0.733803093433,Attitude:pitch=0.0221132133156;yaw=-2.97656345367;roll=0.000160177238286,[0.1; 0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.0640312358737,0.0640312358737,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.767280294999,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-17_381,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194188;lon=-86.2401194;alt=249.75,LocationGlobalRelative:lat=41.5194188;lon=-86.2401194;alt=1.33,LocationLocal:north=-1.41265904903;east=0.470187574625;down=0.733803093433,Attitude:pitch=0.0219666529447;yaw=-2.97664022446;roll=0.000120177865028,[0.1; 0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.0640312358737,0.0640312358737,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.870811641999,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-17_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194188;lon=-86.2401194;alt=249.75,LocationGlobalRelative:lat=41.5194188;lon=-86.2401194;alt=1.33,LocationLocal:north=-1.41265904903;east=0.470187574625;down=0.733803093433,Attitude:pitch=0.0219666529447;yaw=-2.97664022446;roll=0.000120177865028,[0.1; 0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.123693168163,0.123693168163,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.923120103999,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-17_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194188;lon=-86.2401194;alt=249.75,LocationGlobalRelative:lat=41.5194188;lon=-86.2401194;alt=1.33,LocationLocal:north=-1.41265904903;east=0.470187574625;down=0.733803093433,Attitude:pitch=0.0219666529447;yaw=-2.97664022446;roll=0.000120177865028,[0.1; 0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.123693168163,0.123693168163,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.025914393,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-17_680,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194188;lon=-86.2401194;alt=249.75,LocationGlobalRelative:lat=41.5194188;lon=-86.2401194;alt=1.33,LocationLocal:north=-1.41265904903;east=0.470187574625;down=0.733803093433,Attitude:pitch=0.0219666529447;yaw=-2.97664022446;roll=0.000120177865028,[0.1; 0.01; 0.02],GPSInfo:fix=3;num_sat=8,0.123693168163,0.123693168163,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.102717425,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-17_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194187;lon=-86.2401192;alt=249.76,LocationGlobalRelative:lat=41.5194187;lon=-86.2401192;alt=1.34,LocationLocal:north=-1.41518008709;east=0.486649215221;down=0.726744771004,Attitude:pitch=0.0219666529447;yaw=-2.97664022446;roll=0.000120177865028,[0.09; 0.02; 0.02],GPSInfo:fix=3;num_sat=8,0.123693168163,0.123693168163,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.205465487,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-17_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194187;lon=-86.2401192;alt=249.76,LocationGlobalRelative:lat=41.5194187;lon=-86.2401192;alt=1.34,LocationLocal:north=-1.41518008709;east=0.486649215221;down=0.726744771004,Attitude:pitch=0.0217532869428;yaw=-2.97661972046;roll=-6.56032934785e-05,[0.09; 0.02; 0.02],GPSInfo:fix=3;num_sat=8,0.123693168163,0.123693168163,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.310865515,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
