time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__14-23-03_010,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5194005;lon=-86.2406092;alt=252.02,LocationGlobalRelative:lat=41.5194005;lon=-86.2406092;alt=-1.51,LocationLocal:north=-0.975295543671;east=-0.0768649280071;down=-0.262854069471,Attitude:pitch=0.058644503355;yaw=-2.22311472893;roll=0.00720455311239,[-0.05; 0.0; -0.07],GPSInfo:fix=3;num_sat=8,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.24;current=None;level=None,True,1.204232454,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_010,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193996;lon=-86.2406094;alt=251.26,LocationGlobalRelative:lat=41.5193996;lon=-86.2406094;alt=-2.27,LocationLocal:north=-1.07426893711;east=-0.0960289239883;down=-1.75060355663,Attitude:pitch=0.0533571615815;yaw=-2.22875285149;roll=0.00621389178559,[-0.11; -0.04; -0.04],GPSInfo:fix=4;num_sat=10,0.0565685406327,0.0565685406327,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.72706779,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_110,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193996;lon=-86.2406094;alt=251.26,LocationGlobalRelative:lat=41.5193996;lon=-86.2406094;alt=-2.27,LocationLocal:north=-1.07426893711;east=-0.0960289239883;down=-1.75060355663,Attitude:pitch=0.0534466579556;yaw=-2.22887182236;roll=0.0061304224655,[-0.11; -0.04; -0.04],GPSInfo:fix=4;num_sat=10,0.0538516454399,0.0538516454399,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.830281494,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_210,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193996;lon=-86.2406094;alt=251.26,LocationGlobalRelative:lat=41.5193996;lon=-86.2406094;alt=-2.27,LocationLocal:north=-1.07426893711;east=-0.0960289239883;down=-1.75060355663,Attitude:pitch=0.0534466579556;yaw=-2.22887182236;roll=0.0061304224655,[-0.11; -0.04; -0.04],GPSInfo:fix=4;num_sat=10,0.0538516454399,0.0538516454399,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.935649906,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_310,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193996;lon=-86.2406094;alt=251.26,LocationGlobalRelative:lat=41.5193996;lon=-86.2406094;alt=-2.27,LocationLocal:north=-1.07426893711;east=-0.0960289239883;down=-1.75060355663,Attitude:pitch=0.0534466579556;yaw=-2.22887182236;roll=0.0061304224655,[-0.11; -0.04; -0.04],GPSInfo:fix=4;num_sat=10,0.0538516454399,0.0538516454399,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.102426328,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_409,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193995;lon=-86.2406093;alt=251.26,LocationGlobalRelative:lat=41.5193995;lon=-86.2406093;alt=-2.27,LocationLocal:north=-1.07426893711;east=-0.0960289239883;down=-1.75060355663,Attitude:pitch=0.0534466579556;yaw=-2.22887182236;roll=0.0061304224655,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0538516454399,0.0538516454399,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.24;current=None;level=None,True,0.205477902,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_510,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193995;lon=-86.2406093;alt=251.26,LocationGlobalRelative:lat=41.5193995;lon=-86.2406093;alt=-2.27,LocationLocal:north=-1.09054064751;east=-0.0838946402073;down=-1.75130057335,Attitude:pitch=0.0534466579556;yaw=-2.22887182236;roll=0.0061304224655,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0538516454399,0.0538516454399,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.24;current=None;level=None,True,0.313913761,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_610,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193995;lon=-86.2406093;alt=251.26,LocationGlobalRelative:lat=41.5193995;lon=-86.2406093;alt=-2.27,LocationLocal:north=-1.09054064751;east=-0.0838946402073;down=-1.75130057335,Attitude:pitch=0.0534289032221;yaw=-2.22890686989;roll=0.00612259469926,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.24;current=None;level=None,True,0.365113449,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_710,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193995;lon=-86.2406093;alt=251.26,LocationGlobalRelative:lat=41.5193995;lon=-86.2406093;alt=-2.27,LocationLocal:north=-1.09054064751;east=-0.0838946402073;down=-1.75130057335,Attitude:pitch=0.0534289032221;yaw=-2.22890686989;roll=0.00612259469926,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.24;current=None;level=None,True,0.470635233,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_810,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193995;lon=-86.2406093;alt=251.26,LocationGlobalRelative:lat=41.5193995;lon=-86.2406093;alt=-2.27,LocationLocal:north=-1.09054064751;east=-0.0838946402073;down=-1.75130057335,Attitude:pitch=0.0534289032221;yaw=-2.22890686989;roll=0.00612259469926,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.573307986,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-44_910,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.2406092;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.2406092;alt=-2.27,LocationLocal:north=-1.09719109535;east=-0.0770477578044;down=-1.75272607803,Attitude:pitch=0.0533911213279;yaw=-2.22892403603;roll=0.00627283845097,[-0.1; -0.04; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.678901227,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_010,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.2406092;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.2406092;alt=-2.27,LocationLocal:north=-1.09719109535;east=-0.0770477578044;down=-1.75272607803,Attitude:pitch=0.0533911213279;yaw=-2.22892403603;roll=0.00627283845097,[-0.1; -0.04; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.783472618,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_110,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.2406092;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.2406092;alt=-2.27,LocationLocal:north=-1.09719109535;east=-0.0770477578044;down=-1.75272607803,Attitude:pitch=0.0533911213279;yaw=-2.22892403603;roll=0.00627283845097,[-0.1; -0.04; -0.04],GPSInfo:fix=4;num_sat=10,0.120415940881,0.120415940881,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.885099593,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_210,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.2406092;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.2406092;alt=-2.27,LocationLocal:north=-1.09719109535;east=-0.0770477578044;down=-1.75272607803,Attitude:pitch=0.0533911213279;yaw=-2.22892403603;roll=0.00627283845097,[-0.1; -0.04; -0.04],GPSInfo:fix=4;num_sat=10,0.120415940881,0.120415940881,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.238;current=None;level=None,True,0.0517681700003,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_310,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.240609;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.240609;alt=-2.27,LocationLocal:north=-1.10154592991;east=-0.0584294646978;down=-1.75340414047,Attitude:pitch=0.0533911213279;yaw=-2.22892403603;roll=0.00627283845097,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.120415940881,0.120415940881,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.238;current=None;level=None,True,0.157118842,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_410,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.240609;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.240609;alt=-2.27,LocationLocal:north=-1.10154592991;east=-0.0584294646978;down=-1.75340414047,Attitude:pitch=0.053533911705;yaw=-2.22894763947;roll=0.00635673105717,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.120415940881,0.120415940881,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.238;current=None;level=None,True,0.260120803,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_509,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.240609;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.240609;alt=-2.27,LocationLocal:north=-1.10154592991;east=-0.0584294646978;down=-1.75340414047,Attitude:pitch=0.053533911705;yaw=-2.22894763947;roll=0.00635673105717,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.063245549798,0.063245549798,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.238;current=None;level=None,True,0.362656494,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_610,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.240609;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.240609;alt=-2.27,LocationLocal:north=-1.10154592991;east=-0.0584294646978;down=-1.75340414047,Attitude:pitch=0.053533911705;yaw=-2.22894763947;roll=0.00635673105717,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.063245549798,0.063245549798,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.238;current=None;level=None,True,0.465142076,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_709,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.240609;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.240609;alt=-2.27,LocationLocal:north=-1.10154592991;east=-0.0584294646978;down=-1.75340414047,Attitude:pitch=0.053533911705;yaw=-2.22894763947;roll=0.00635673105717,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.063245549798,0.063245549798,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.238;current=None;level=None,True,0.567581007,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_809,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.240609;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.240609;alt=-2.27,LocationLocal:north=-1.10154592991;east=-0.0584294646978;down=-1.75340414047,Attitude:pitch=0.053533911705;yaw=-2.22894763947;roll=0.00635673105717,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.063245549798,0.063245549798,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.670415732,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-45_910,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193994;lon=-86.240609;alt=251.26,LocationGlobalRelative:lat=41.5193994;lon=-86.240609;alt=-2.27,LocationLocal:north=-1.10154592991;east=-0.0584294646978;down=-1.75340414047,Attitude:pitch=0.053533911705;yaw=-2.22894763947;roll=0.00635673105717,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.063245549798,0.063245549798,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.724225435,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_010,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193992;lon=-86.2406087;alt=251.26,LocationGlobalRelative:lat=41.5193992;lon=-86.2406087;alt=-2.27,LocationLocal:north=-1.11994171143;east=-0.0416636392474;down=-1.75599741936,Attitude:pitch=0.0535074174404;yaw=-2.22911524773;roll=0.00628194585443,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.063245549798,0.063245549798,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.830738016,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_110,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193992;lon=-86.2406087;alt=251.26,LocationGlobalRelative:lat=41.5193992;lon=-86.2406087;alt=-2.27,LocationLocal:north=-1.11994171143;east=-0.0416636392474;down=-1.75599741936,Attitude:pitch=0.0535074174404;yaw=-2.22911524773;roll=0.00628194585443,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0223606787622,0.0223606787622,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.934015418,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_211,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193992;lon=-86.2406087;alt=251.26,LocationGlobalRelative:lat=41.5193992;lon=-86.2406087;alt=-2.27,LocationLocal:north=-1.11994171143;east=-0.0416636392474;down=-1.75599741936,Attitude:pitch=0.0535074174404;yaw=-2.22911524773;roll=0.00628194585443,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0223606787622,0.0223606787622,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,1.036128286,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_311,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193992;lon=-86.2406087;alt=251.26,LocationGlobalRelative:lat=41.5193992;lon=-86.2406087;alt=-2.27,LocationLocal:north=-1.11994171143;east=-0.0416636392474;down=-1.75599741936,Attitude:pitch=0.0535074174404;yaw=-2.22911524773;roll=0.00628194585443,[-0.1; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0223606787622,0.0223606787622,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.0507846830001,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_410,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519399;lon=-86.2406086;alt=251.27,LocationGlobalRelative:lat=41.519399;lon=-86.2406086;alt=-2.26,LocationLocal:north=-1.14497601986;east=-0.0280278250575;down=-1.76266419888,Attitude:pitch=0.0535074174404;yaw=-2.22911524773;roll=0.00628194585443,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0223606787622,0.0223606787622,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.15483994,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_509,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519399;lon=-86.2406086;alt=251.27,LocationGlobalRelative:lat=41.519399;lon=-86.2406086;alt=-2.26,LocationLocal:north=-1.14497601986;east=-0.0280278250575;down=-1.76266419888,Attitude:pitch=0.0533269569278;yaw=-2.22919726372;roll=0.00623067142442,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0223606787622,0.0223606787622,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.260941393,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_610,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519399;lon=-86.2406086;alt=251.27,LocationGlobalRelative:lat=41.519399;lon=-86.2406086;alt=-2.26,LocationLocal:north=-1.14497601986;east=-0.0280278250575;down=-1.76266419888,Attitude:pitch=0.0533269569278;yaw=-2.22919726372;roll=0.00623067142442,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0223606787622,0.0223606787622,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.361930221,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_710,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519399;lon=-86.2406086;alt=251.27,LocationGlobalRelative:lat=41.519399;lon=-86.2406086;alt=-2.26,LocationLocal:north=-1.14497601986;east=-0.0280278250575;down=-1.76266419888,Attitude:pitch=0.0533269569278;yaw=-2.22919726372;roll=0.00623067142442,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.464058852,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_810,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519399;lon=-86.2406086;alt=251.27,LocationGlobalRelative:lat=41.519399;lon=-86.2406086;alt=-2.26,LocationLocal:north=-1.14497601986;east=-0.0280278250575;down=-1.76266419888,Attitude:pitch=0.0533269569278;yaw=-2.22919726372;roll=0.00623067142442,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.570332669,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-46_909,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519399;lon=-86.2406086;alt=251.27,LocationGlobalRelative:lat=41.519399;lon=-86.2406086;alt=-2.26,LocationLocal:north=-1.14497601986;east=-0.0280278250575;down=-1.76266419888,Attitude:pitch=0.0533269569278;yaw=-2.22919726372;roll=0.00623067142442,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.673003676,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_010,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519399;lon=-86.2406086;alt=251.27,LocationGlobalRelative:lat=41.519399;lon=-86.2406086;alt=-2.26,LocationLocal:north=-1.14497601986;east=-0.0280278250575;down=-1.76266419888,Attitude:pitch=0.0533269569278;yaw=-2.22919726372;roll=0.00623067142442,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.234;current=None;level=None,True,0.777019208,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_109,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519399;lon=-86.2406086;alt=251.27,LocationGlobalRelative:lat=41.519399;lon=-86.2406086;alt=-2.26,LocationLocal:north=-1.14497601986;east=-0.0280278250575;down=-1.76266419888,Attitude:pitch=0.0533269569278;yaw=-2.22919726372;roll=0.00623067142442,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.242;current=None;level=None,True,0.880362879,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_211,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193987;lon=-86.2406084;alt=251.27,LocationGlobalRelative:lat=41.5193987;lon=-86.2406084;alt=-2.26,LocationLocal:north=-1.17011129856;east=-0.0123907914385;down=-1.76606559753,Attitude:pitch=0.0533269569278;yaw=-2.22919726372;roll=0.00623067142442,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.242;current=None;level=None,True,0.986472282,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_309,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193987;lon=-86.2406084;alt=251.27,LocationGlobalRelative:lat=41.5193987;lon=-86.2406084;alt=-2.26,LocationLocal:north=-1.17011129856;east=-0.0123907914385;down=-1.76606559753,Attitude:pitch=0.0533269569278;yaw=-2.22919726372;roll=0.00623067142442,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.242;current=None;level=None,True,1.03865624,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_410,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193987;lon=-86.2406084;alt=251.27,LocationGlobalRelative:lat=41.5193987;lon=-86.2406084;alt=-2.26,LocationLocal:north=-1.17011129856;east=-0.0123907914385;down=-1.76606559753,Attitude:pitch=0.0531855598092;yaw=-2.22931957245;roll=0.00619217101485,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.242;current=None;level=None,True,1.141031989,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_510,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193987;lon=-86.2406084;alt=251.27,LocationGlobalRelative:lat=41.5193987;lon=-86.2406084;alt=-2.26,LocationLocal:north=-1.17011129856;east=-0.0123907914385;down=-1.76606559753,Attitude:pitch=0.0531855598092;yaw=-2.22931957245;roll=0.00619217101485,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.242;current=None;level=None,True,1.243620664,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_609,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193987;lon=-86.2406084;alt=251.27,LocationGlobalRelative:lat=41.5193987;lon=-86.2406084;alt=-2.26,LocationLocal:north=-1.17011129856;east=-0.0123907914385;down=-1.76606559753,Attitude:pitch=0.0531855598092;yaw=-2.22931957245;roll=0.00619217101485,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0282842703164,0.0282842703164,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.242;current=None;level=None,True,1.348335262,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_709,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193987;lon=-86.2406084;alt=251.27,LocationGlobalRelative:lat=41.5193987;lon=-86.2406084;alt=-2.26,LocationLocal:north=-1.17011129856;east=-0.0123907914385;down=-1.76606559753,Attitude:pitch=0.0531855598092;yaw=-2.22931957245;roll=0.00619217101485,[-0.11; -0.03; -0.04],GPSInfo:fix=4;num_sat=10,0.0282842703164,0.0282842703164,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.242;current=None;level=None,True,1.452484155,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_810,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193985;lon=-86.2406083;alt=251.26,LocationGlobalRelative:lat=41.5193985;lon=-86.2406083;alt=-2.27,LocationLocal:north=-1.1957719326;east=0.0052632773295;down=-1.75784289837,Attitude:pitch=0.0531855598092;yaw=-2.22931957245;roll=0.00619217101485,[-0.12; -0.03; -0.04],GPSInfo:fix=4;num_sat=11,0.0282842703164,0.0282842703164,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.237;current=None;level=None,True,1.555657765,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-47_909,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193985;lon=-86.2406083;alt=251.26,LocationGlobalRelative:lat=41.5193985;lon=-86.2406083;alt=-2.27,LocationLocal:north=-1.1957719326;east=0.0052632773295;down=-1.75784289837,Attitude:pitch=0.0531745553017;yaw=-2.22938370705;roll=0.00621586758643,[-0.12; -0.03; -0.04],GPSInfo:fix=4;num_sat=11,0.0583095140755,0.0583095140755,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.237;current=None;level=None,True,1.660785054,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-48_010,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193985;lon=-86.2406083;alt=251.26,LocationGlobalRelative:lat=41.5193985;lon=-86.2406083;alt=-2.27,LocationLocal:north=-1.1957719326;east=0.0052632773295;down=-1.75784289837,Attitude:pitch=0.0531745553017;yaw=-2.22938370705;roll=0.00621586758643,[-0.12; -0.03; -0.04],GPSInfo:fix=4;num_sat=11,0.0583095140755,0.0583095140755,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.237;current=None;level=None,True,1.766013756,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
