time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-04-08_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.104187250137329; 'x': 0.010233262553811073; 'z': 0.008485267870128155},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401234; 'x': 41.5194275; 'z': 0.13},{'y': 0.0; 'x': -0.02; 'z': -0.01},182,GUIDED
2017_07_18__15-05-34_967,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.868331730366,{'y': -2.571542978286743; 'x': -0.07595951855182648; 'z': 0.041905954480171204},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.868331730366,PHYS_2,{'y': -86.2403038; 'x': 41.5192397; 'z': 19.69},{'y': -0.49; 'x': -0.74; 'z': 0.02},212,GUIDED
2017_07_18__15-05-35_068,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.868331730366,{'y': -2.571542978286743; 'x': -0.07595951855182648; 'z': 0.041905954480171204},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.868331730366,PHYS_2,{'y': -86.2403038; 'x': 41.5192397; 'z': 19.69},{'y': -0.49; 'x': -0.74; 'z': 0.02},212,GUIDED
2017_07_18__15-05-35_168,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.868331730366,{'y': -2.571542978286743; 'x': -0.07595951855182648; 'z': 0.041905954480171204},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.868331730366,PHYS_2,{'y': -86.2403038; 'x': 41.5192397; 'z': 19.69},{'y': -0.49; 'x': -0.74; 'z': 0.02},212,GUIDED
2017_07_18__15-05-35_268,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.868331730366,{'y': -2.571542978286743; 'x': -0.07595951855182648; 'z': 0.041905954480171204},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.868331730366,PHYS_2,{'y': -86.2403067; 'x': 41.5192361; 'z': 19.7},{'y': -0.55; 'x': -0.69; 'z': 0.01},212,GUIDED
2017_07_18__15-05-35_367,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.707106769085,{'y': -2.565887689590454; 'x': -0.08184275031089783; 'z': 0.03756055235862732},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.707106769085,PHYS_2,{'y': -86.2403067; 'x': 41.5192361; 'z': 19.7},{'y': -0.55; 'x': -0.69; 'z': 0.01},213,GUIDED
2017_07_18__15-05-35_468,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.707106769085,{'y': -2.565887689590454; 'x': -0.08184275031089783; 'z': 0.03756055235862732},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.707106769085,PHYS_2,{'y': -86.2403067; 'x': 41.5192361; 'z': 19.7},{'y': -0.55; 'x': -0.69; 'z': 0.01},213,GUIDED
2017_07_18__15-05-35_567,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.707106769085,{'y': -2.565887689590454; 'x': -0.08184275031089783; 'z': 0.03756055235862732},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.707106769085,PHYS_2,{'y': -86.2403098; 'x': 41.5192327; 'z': 19.71},{'y': -0.55; 'x': -0.69; 'z': 0.01},213,GUIDED
2017_07_18__15-05-35_668,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.707106769085,{'y': -2.550562858581543; 'x': -0.08106810599565506; 'z': 0.03076588734984398},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.707106769085,PHYS_2,{'y': -86.2403098; 'x': 41.5192327; 'z': 19.71},{'y': -0.55; 'x': -0.69; 'z': 0.01},213,GUIDED
2017_07_18__15-05-35_769,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.707106769085,{'y': -2.550562858581543; 'x': -0.08106810599565506; 'z': 0.03076588734984398},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.707106769085,PHYS_2,{'y': -86.2403098; 'x': 41.5192327; 'z': 19.71},{'y': -0.55; 'x': -0.69; 'z': 0.01},213,GUIDED
2017_07_18__15-05-35_868,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.771556854248,{'y': -2.550562858581543; 'x': -0.08106810599565506; 'z': 0.03076588734984398},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.771556854248,PHYS_2,{'y': -86.2403098; 'x': 41.5192327; 'z': 19.71},{'y': -0.55; 'x': -0.69; 'z': 0.01},214,GUIDED
2017_07_18__15-05-35_967,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.771556854248,{'y': -2.550562858581543; 'x': -0.08106810599565506; 'z': 0.03076588734984398},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.771556854248,PHYS_2,{'y': -86.2403098; 'x': 41.5192327; 'z': 19.71},{'y': -0.55; 'x': -0.69; 'z': 0.01},214,GUIDED
2017_07_18__15-05-36_074,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.771556854248,{'y': -2.550562858581543; 'x': -0.08106810599565506; 'z': 0.03076588734984398},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.771556854248,PHYS_2,{'y': -86.2403098; 'x': 41.5192327; 'z': 19.71},{'y': -0.55; 'x': -0.69; 'z': 0.01},214,GUIDED
2017_07_18__15-05-36_168,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.771556854248,{'y': -2.550562858581543; 'x': -0.08106810599565506; 'z': 0.03076588734984398},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.771556854248,PHYS_2,{'y': -86.2403129; 'x': 41.5192291; 'z': 19.72},{'y': -0.48; 'x': -0.68; 'z': 0.02},214,GUIDED
2017_07_18__15-05-36_268,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.771556854248,{'y': -2.6009645462036133; 'x': -0.021237142384052277; 'z': -0.006691741291433573},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.771556854248,PHYS_2,{'y': -86.2403129; 'x': 41.5192291; 'z': 19.72},{'y': -0.48; 'x': -0.68; 'z': 0.02},214,GUIDED
2017_07_18__15-05-36_367,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.727186381817,{'y': -2.6009645462036133; 'x': -0.021237142384052277; 'z': -0.006691741291433573},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.727186381817,PHYS_2,{'y': -86.2403129; 'x': 41.5192291; 'z': 19.72},{'y': -0.48; 'x': -0.68; 'z': 0.02},203,GUIDED
2017_07_18__15-05-36_468,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.727186381817,{'y': -2.6009645462036133; 'x': -0.021237142384052277; 'z': -0.006691741291433573},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.727186381817,PHYS_2,{'y': -86.2403129; 'x': 41.5192291; 'z': 19.72},{'y': -0.48; 'x': -0.68; 'z': 0.02},203,GUIDED
2017_07_18__15-05-36_568,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.727186381817,{'y': -2.6009645462036133; 'x': -0.021237142384052277; 'z': -0.006691741291433573},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.727186381817,PHYS_2,{'y': -86.2403142; 'x': 41.5192263; 'z': 19.74},{'y': -0.03; 'x': -0.43; 'z': -0.06},203,GUIDED
2017_07_18__15-05-36_668,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.727186381817,{'y': -3.041994571685791; 'x': 0.035929977893829346; 'z': -0.04173297807574272},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.727186381817,PHYS_2,{'y': -86.2403142; 'x': 41.5192263; 'z': 19.74},{'y': -0.03; 'x': -0.43; 'z': -0.06},203,GUIDED
2017_07_18__15-05-36_768,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.727186381817,{'y': -3.041994571685791; 'x': 0.035929977893829346; 'z': -0.04173297807574272},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.727186381817,PHYS_2,{'y': -86.2403142; 'x': 41.5192263; 'z': 19.74},{'y': -0.03; 'x': -0.43; 'z': -0.06},203,GUIDED
2017_07_18__15-05-36_868,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.727186381817,{'y': -3.041994571685791; 'x': 0.035929977893829346; 'z': -0.04173297807574272},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.727186381817,PHYS_2,{'y': -86.2403142; 'x': 41.5192263; 'z': 19.74},{'y': -0.03; 'x': -0.43; 'z': -0.06},203,GUIDED
2017_07_18__15-05-36_968,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.298328667879,{'y': -3.041994571685791; 'x': 0.035929977893829346; 'z': -0.04173297807574272},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.298328667879,PHYS_2,{'y': -86.2403142; 'x': 41.5192263; 'z': 19.74},{'y': -0.03; 'x': -0.43; 'z': -0.06},172,GUIDED
2017_07_18__15-05-37_068,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.298328667879,{'y': -3.041994571685791; 'x': 0.035929977893829346; 'z': -0.04173297807574272},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.298328667879,PHYS_2,{'y': -86.2403142; 'x': 41.5192263; 'z': 19.74},{'y': -0.03; 'x': -0.43; 'z': -0.06},172,GUIDED
2017_07_18__15-05-37_168,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.298328667879,{'y': -3.041994571685791; 'x': 0.035929977893829346; 'z': -0.04173297807574272},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.298328667879,PHYS_2,{'y': -86.2403124; 'x': 41.5192248; 'z': 19.72},{'y': 0.43; 'x': -0.19; 'z': -0.06},172,GUIDED
2017_07_18__15-05-37_268,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.298328667879,{'y': 2.6432642936706543; 'x': -0.04869011789560318; 'z': -0.051685988903045654},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.298328667879,PHYS_2,{'y': -86.2403124; 'x': 41.5192248; 'z': 19.72},{'y': 0.43; 'x': -0.19; 'z': -0.06},172,GUIDED
2017_07_18__15-05-37_367,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.298328667879,{'y': 2.6432642936706543; 'x': -0.04869011789560318; 'z': -0.051685988903045654},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.298328667879,PHYS_2,{'y': -86.2403124; 'x': 41.5192248; 'z': 19.72},{'y': 0.43; 'x': -0.19; 'z': -0.06},172,GUIDED
2017_07_18__15-05-37_468,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.298328667879,{'y': 2.6432642936706543; 'x': -0.04869011789560318; 'z': -0.051685988903045654},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.298328667879,PHYS_2,{'y': -86.2403124; 'x': 41.5192248; 'z': 19.72},{'y': 0.43; 'x': -0.19; 'z': -0.06},172,GUIDED
2017_07_18__15-05-37_568,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.298328667879,{'y': 2.6432642936706543; 'x': -0.04869011789560318; 'z': -0.051685988903045654},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.298328667879,PHYS_2,{'y': -86.2403124; 'x': 41.5192248; 'z': 19.72},{'y': 0.43; 'x': -0.19; 'z': -0.06},172,GUIDED
2017_07_18__15-05-37_668,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.298328667879,{'y': 2.6432642936706543; 'x': -0.04869011789560318; 'z': -0.051685988903045654},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.298328667879,PHYS_2,{'y': -86.2403124; 'x': 41.5192248; 'z': 19.72},{'y': 0.43; 'x': -0.19; 'z': -0.06},172,GUIDED
2017_07_18__15-05-37_768,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.298328667879,{'y': 2.6432642936706543; 'x': -0.04869011789560318; 'z': -0.051685988903045654},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.298328667879,PHYS_2,{'y': -86.2403124; 'x': 41.5192248; 'z': 19.72},{'y': 0.43; 'x': -0.19; 'z': -0.06},172,GUIDED
2017_07_18__15-05-37_868,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.368781775236,{'y': 2.6432642936706543; 'x': -0.04869011789560318; 'z': -0.051685988903045654},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.368781775236,PHYS_2,{'y': -86.2403124; 'x': 41.5192248; 'z': 19.72},{'y': 0.43; 'x': -0.19; 'z': -0.06},140,GUIDED
2017_07_18__15-05-37_968,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.368781775236,{'y': 2.6432642936706543; 'x': -0.04869011789560318; 'z': -0.051685988903045654},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.368781775236,PHYS_2,{'y': -86.240308; 'x': 41.5192241; 'z': 19.69},{'y': 1.0; 'x': -0.24; 'z': 0.0},140,GUIDED
2017_07_18__15-05-38_068,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.368781775236,{'y': 2.6432642936706543; 'x': -0.04869011789560318; 'z': -0.051685988903045654},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.368781775236,PHYS_2,{'y': -86.240308; 'x': 41.5192241; 'z': 19.69},{'y': 1.0; 'x': -0.24; 'z': 0.0},140,GUIDED
2017_07_18__15-05-38_168,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.368781775236,{'y': 2.1537578105926514; 'x': -0.08370964974164963; 'z': 0.02399567887187004},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.368781775236,PHYS_2,{'y': -86.240308; 'x': 41.5192241; 'z': 19.69},{'y': 1.0; 'x': -0.24; 'z': 0.0},140,GUIDED
2017_07_18__15-05-38_268,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.368781775236,{'y': 2.1537578105926514; 'x': -0.08370964974164963; 'z': 0.02399567887187004},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.368781775236,PHYS_2,{'y': -86.240308; 'x': 41.5192241; 'z': 19.69},{'y': 1.0; 'x': -0.24; 'z': 0.0},140,GUIDED
2017_07_18__15-05-38_368,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.368781775236,{'y': 2.1537578105926514; 'x': -0.08370964974164963; 'z': 0.02399567887187004},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.368781775236,PHYS_2,{'y': -86.240308; 'x': 41.5192241; 'z': 19.69},{'y': 1.0; 'x': -0.24; 'z': 0.0},140,GUIDED
2017_07_18__15-05-38_468,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.911372542381,{'y': 2.1537578105926514; 'x': -0.08370964974164963; 'z': 0.02399567887187004},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.911372542381,PHYS_2,{'y': -86.240308; 'x': 41.5192241; 'z': 19.69},{'y': 1.0; 'x': -0.24; 'z': 0.0},112,GUIDED
2017_07_18__15-05-38_567,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.911372542381,{'y': 2.1537578105926514; 'x': -0.08370964974164963; 'z': 0.02399567887187004},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.911372542381,PHYS_2,{'y': -86.2403012; 'x': 41.5192232; 'z': 19.66},{'y': 1.19; 'x': -0.32; 'z': 0.06},112,GUIDED
2017_07_18__15-05-38_668,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.911372542381,{'y': 1.709670901298523; 'x': 0.04266756772994995; 'z': 0.03716546669602394},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.911372542381,PHYS_2,{'y': -86.2403012; 'x': 41.5192232; 'z': 19.66},{'y': 1.19; 'x': -0.32; 'z': 0.06},112,GUIDED
2017_07_18__15-05-38_767,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.911372542381,{'y': 1.709670901298523; 'x': 0.04266756772994995; 'z': 0.03716546669602394},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.911372542381,PHYS_2,{'y': -86.2403012; 'x': 41.5192232; 'z': 19.66},{'y': 1.19; 'x': -0.32; 'z': 0.06},112,GUIDED
2017_07_18__15-05-38_868,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.911372542381,{'y': 1.709670901298523; 'x': 0.04266756772994995; 'z': 0.03716546669602394},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.911372542381,PHYS_2,{'y': -86.2403012; 'x': 41.5192232; 'z': 19.66},{'y': 1.19; 'x': -0.32; 'z': 0.06},112,GUIDED
2017_07_18__15-05-38_968,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.03043675423,{'y': 1.709670901298523; 'x': 0.04266756772994995; 'z': 0.03716546669602394},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,1.03043675423,PHYS_2,{'y': -86.2403012; 'x': 41.5192232; 'z': 19.66},{'y': 1.19; 'x': -0.32; 'z': 0.06},92,GUIDED
2017_07_18__15-05-39_068,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.03043675423,{'y': 1.709670901298523; 'x': 0.04266756772994995; 'z': 0.03716546669602394},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,1.03043675423,PHYS_2,{'y': -86.2403012; 'x': 41.5192232; 'z': 19.66},{'y': 1.19; 'x': -0.32; 'z': 0.06},92,GUIDED
2017_07_18__15-05-39_167,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.03043675423,{'y': 1.709670901298523; 'x': 0.04266756772994995; 'z': 0.03716546669602394},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.03043675423,PHYS_2,{'y': -86.2402951; 'x': 41.5192227; 'z': 19.66},{'y': 1.04; 'x': -0.21; 'z': 0.11},92,GUIDED
2017_07_18__15-05-39_267,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.03043675423,{'y': 1.5537294149398804; 'x': 0.09186764806509018; 'z': -0.011085908859968185},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.03043675423,PHYS_2,{'y': -86.2402951; 'x': 41.5192227; 'z': 19.66},{'y': 1.04; 'x': -0.21; 'z': 0.11},92,GUIDED
2017_07_18__15-05-39_367,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.94530415535,{'y': 1.5537294149398804; 'x': 0.09186764806509018; 'z': -0.011085908859968185},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.94530415535,PHYS_2,{'y': -86.2402951; 'x': 41.5192227; 'z': 19.66},{'y': 1.04; 'x': -0.21; 'z': 0.11},88,GUIDED
2017_07_18__15-05-39_468,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.94530415535,{'y': 1.5537294149398804; 'x': 0.09186764806509018; 'z': -0.011085908859968185},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.94530415535,PHYS_2,{'y': -86.2402951; 'x': 41.5192227; 'z': 19.66},{'y': 1.04; 'x': -0.21; 'z': 0.11},88,GUIDED
2017_07_18__15-05-39_567,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.94530415535,{'y': 1.5764766931533813; 'x': 0.08575223386287689; 'z': 0.015365499071776867},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.94530415535,PHYS_2,{'y': -86.2402902; 'x': 41.5192229; 'z': 19.67},{'y': 0.8; 'x': -0.07; 'z': 0.07},88,GUIDED
2017_07_18__15-05-39_668,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.94530415535,{'y': 1.5764766931533813; 'x': 0.08575223386287689; 'z': 0.015365499071776867},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.94530415535,PHYS_2,{'y': -86.2402902; 'x': 41.5192229; 'z': 19.67},{'y': 0.8; 'x': -0.07; 'z': 0.07},88,GUIDED
2017_07_18__15-05-39_767,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.94530415535,{'y': 1.5764766931533813; 'x': 0.08575223386287689; 'z': 0.015365499071776867},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.94530415535,PHYS_2,{'y': -86.2402902; 'x': 41.5192229; 'z': 19.67},{'y': 0.8; 'x': -0.07; 'z': 0.07},88,GUIDED
2017_07_18__15-05-39_868,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.94530415535,{'y': 1.5764766931533813; 'x': 0.08575223386287689; 'z': 0.015365499071776867},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.94530415535,PHYS_2,{'y': -86.2402902; 'x': 41.5192229; 'z': 19.67},{'y': 0.8; 'x': -0.07; 'z': 0.07},88,GUIDED
2017_07_18__15-05-39_967,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.94530415535,{'y': 1.5764766931533813; 'x': 0.08575223386287689; 'z': 0.015365499071776867},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.94530415535,PHYS_2,{'y': -86.2402902; 'x': 41.5192229; 'z': 19.67},{'y': 0.8; 'x': -0.07; 'z': 0.07},88,GUIDED
2017_07_18__15-05-40_068,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.785493433475,{'y': 1.5764766931533813; 'x': 0.08575223386287689; 'z': 0.015365499071776867},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.785493433475,PHYS_2,{'y': -86.2402902; 'x': 41.5192229; 'z': 19.67},{'y': 0.8; 'x': -0.07; 'z': 0.07},91,GUIDED
2017_07_18__15-05-40_167,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.785493433475,{'y': 1.5764766931533813; 'x': 0.08575223386287689; 'z': 0.015365499071776867},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.785493433475,PHYS_2,{'y': -86.2402866; 'x': 41.5192234; 'z': 19.69},{'y': 0.64; 'x': -0.09; 'z': 0.04},91,GUIDED
2017_07_18__15-05-40_268,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.785493433475,{'y': 1.6238521337509155; 'x': 0.04606783390045166; 'z': 0.04662942513823509},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.785493433475,PHYS_2,{'y': -86.2402866; 'x': 41.5192234; 'z': 19.69},{'y': 0.64; 'x': -0.09; 'z': 0.04},91,GUIDED
2017_07_18__15-05-40_368,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.785493433475,{'y': 1.6238521337509155; 'x': 0.04606783390045166; 'z': 0.04662942513823509},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.785493433475,PHYS_2,{'y': -86.2402866; 'x': 41.5192234; 'z': 19.69},{'y': 0.64; 'x': -0.09; 'z': 0.04},91,GUIDED
2017_07_18__15-05-40_467,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.427200168371,{'y': 1.6238521337509155; 'x': 0.04606783390045166; 'z': 0.04662942513823509},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.427200168371,PHYS_2,{'y': -86.2402866; 'x': 41.5192234; 'z': 19.69},{'y': 0.64; 'x': -0.09; 'z': 0.04},93,GUIDED
2017_07_18__15-05-40_569,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.427200168371,{'y': 1.6238521337509155; 'x': 0.04606783390045166; 'z': 0.04662942513823509},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.427200168371,PHYS_2,{'y': -86.240284; 'x': 41.5192235; 'z': 19.71},{'y': 0.64; 'x': -0.17; 'z': 0.02},93,GUIDED
2017_07_18__15-05-40_668,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.427200168371,{'y': 1.6413960456848145; 'x': 0.03590456396341324; 'z': 0.03462529182434082},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.427200168371,PHYS_2,{'y': -86.240284; 'x': 41.5192235; 'z': 19.71},{'y': 0.64; 'x': -0.17; 'z': 0.02},93,GUIDED
