time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-01-10_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1095948219299316; 'x': 0.011131774634122849; 'z': 0.010778029449284077},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401402; 'x': 41.519432; 'z': -0.59},{'y': -0.05; 'x': 0.01; 'z': 0.0},181,GUIDED
2017_07_18__15-01-57_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152643367648,{'y': -3.1062698364257812; 'x': 0.007844489067792892; 'z': 0.009629749692976475},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.152643367648,PHYS_2,{'y': -86.2401294; 'x': 41.5194243; 'z': -0.04},{'y': -0.04; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-01-57_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1062698364257812; 'x': 0.007844489067792892; 'z': 0.009629749692976475},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401294; 'x': 41.5194243; 'z': -0.04},{'y': -0.04; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1062698364257812; 'x': 0.007844489067792892; 'z': 0.009629749692976475},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401294; 'x': 41.5194243; 'z': -0.04},{'y': -0.04; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1062698364257812; 'x': 0.007844489067792892; 'z': 0.009629749692976475},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401294; 'x': 41.5194243; 'z': -0.04},{'y': -0.04; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1062698364257812; 'x': 0.007844489067792892; 'z': 0.009629749692976475},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401296; 'x': 41.5194247; 'z': -0.04},{'y': -0.04; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1062698364257812; 'x': 0.007844489067792892; 'z': 0.009629749692976475},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401296; 'x': 41.5194247; 'z': -0.04},{'y': -0.04; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1062839031219482; 'x': 0.007974687963724136; 'z': 0.009699077345430851},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401296; 'x': 41.5194247; 'z': -0.04},{'y': -0.04; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1062839031219482; 'x': 0.007974687963724136; 'z': 0.009699077345430851},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401296; 'x': 41.5194247; 'z': -0.04},{'y': -0.04; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1062839031219482; 'x': 0.007974687963724136; 'z': 0.009699077345430851},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194247; 'z': -0.04},{'y': -0.04; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1062839031219482; 'x': 0.007974687963724136; 'z': 0.009699077345430851},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194247; 'z': -0.04},{'y': -0.04; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1062839031219482; 'x': 0.007974687963724136; 'z': 0.009699077345430851},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194247; 'z': -0.04},{'y': -0.04; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-58_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1062839031219482; 'x': 0.007974687963724136; 'z': 0.009699077345430851},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194249; 'z': -0.03},{'y': -0.03; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1062562465667725; 'x': 0.00778970867395401; 'z': 0.009282940067350864},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194249; 'z': -0.03},{'y': -0.03; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1062562465667725; 'x': 0.00778970867395401; 'z': 0.009282940067350864},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194249; 'z': -0.03},{'y': -0.03; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1062562465667725; 'x': 0.00778970867395401; 'z': 0.009282940067350864},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194249; 'z': -0.03},{'y': -0.03; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1061832904815674; 'x': 0.007920974865555763; 'z': 0.00914571713656187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194252; 'z': -0.03},{'y': -0.02; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_495,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1061832904815674; 'x': 0.007920974865555763; 'z': 0.00914571713656187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194252; 'z': -0.03},{'y': -0.02; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_591,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0509901940823,{'y': -3.1061832904815674; 'x': 0.007920974865555763; 'z': 0.00914571713656187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0509901940823,PHYS_2,{'y': -86.2401296; 'x': 41.5194252; 'z': -0.03},{'y': -0.02; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0299999993294,{'y': -3.1061832904815674; 'x': 0.007920974865555763; 'z': 0.00914571713656187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0299999993294,PHYS_2,{'y': -86.2401296; 'x': 41.5194252; 'z': -0.03},{'y': -0.02; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0299999993294,{'y': -3.1061832904815674; 'x': 0.007920974865555763; 'z': 0.00914571713656187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0299999993294,PHYS_2,{'y': -86.2401296; 'x': 41.5194252; 'z': -0.03},{'y': -0.02; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0299999993294,{'y': -3.1061832904815674; 'x': 0.007920974865555763; 'z': 0.00914571713656187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0299999993294,PHYS_2,{'y': -86.2401296; 'x': 41.5194252; 'z': -0.03},{'y': -0.02; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-01-59_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0299999993294,{'y': -3.1061832904815674; 'x': 0.007920974865555763; 'z': 0.00914571713656187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0299999993294,PHYS_2,{'y': -86.2401296; 'x': 41.5194252; 'z': -0.03},{'y': -0.02; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0299999993294,{'y': -3.1061718463897705; 'x': 0.00801110453903675; 'z': 0.008797100745141506},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0299999993294,PHYS_2,{'y': -86.2401293; 'x': 41.5194255; 'z': -0.03},{'y': -0.01; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0299999993294,{'y': -3.1061718463897705; 'x': 0.00801110453903675; 'z': 0.008797100745141506},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0299999993294,PHYS_2,{'y': -86.2401293; 'x': 41.5194255; 'z': -0.03},{'y': -0.01; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.111803397536,{'y': -3.1061718463897705; 'x': 0.00801110453903675; 'z': 0.008797100745141506},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.111803397536,PHYS_2,{'y': -86.2401293; 'x': 41.5194255; 'z': -0.03},{'y': -0.01; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.111803397536,{'y': -3.1061718463897705; 'x': 0.00801110453903675; 'z': 0.008797100745141506},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.111803397536,PHYS_2,{'y': -86.2401293; 'x': 41.5194255; 'z': -0.03},{'y': -0.01; 'x': 0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.111803397536,{'y': -3.1061365604400635; 'x': 0.00790438987314701; 'z': 0.00875492300838232},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.111803397536,PHYS_2,{'y': -86.2401293; 'x': 41.5194258; 'z': -0.02},{'y': -0.01; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.113137081265,{'y': -3.1061365604400635; 'x': 0.00790438987314701; 'z': 0.00875492300838232},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.113137081265,PHYS_2,{'y': -86.2401293; 'x': 41.5194258; 'z': -0.02},{'y': -0.01; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.113137081265,{'y': -3.1061365604400635; 'x': 0.00790438987314701; 'z': 0.00875492300838232},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.113137081265,PHYS_2,{'y': -86.2401293; 'x': 41.5194258; 'z': -0.02},{'y': -0.01; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_791,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.113137081265,{'y': -3.106140375137329; 'x': 0.007896928116679192; 'z': 0.008740258403122425},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.113137081265,PHYS_2,{'y': -86.2401291; 'x': 41.5194261; 'z': -0.02},{'y': 0.0; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.106140375137329; 'x': 0.007896928116679192; 'z': 0.008740258403122425},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401291; 'x': 41.5194261; 'z': -0.02},{'y': 0.0; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-00_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.106140375137329; 'x': 0.007896928116679192; 'z': 0.008740258403122425},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401291; 'x': 41.5194261; 'z': -0.02},{'y': 0.0; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-01_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.106140375137329; 'x': 0.007896928116679192; 'z': 0.008740258403122425},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401291; 'x': 41.5194261; 'z': -0.02},{'y': 0.0; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-01_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.106140375137329; 'x': 0.007896928116679192; 'z': 0.008740258403122425},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401289; 'x': 41.5194264; 'z': -0.01},{'y': 0.0; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-01_292,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.106078624725342; 'x': 0.00780910812318325; 'z': 0.008625243790447712},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401289; 'x': 41.5194264; 'z': -0.01},{'y': 0.0; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-01_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.106078624725342; 'x': 0.00780910812318325; 'z': 0.008625243790447712},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401289; 'x': 41.5194264; 'z': -0.01},{'y': 0.0; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-01_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.106078624725342; 'x': 0.00780910812318325; 'z': 0.008625243790447712},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401289; 'x': 41.5194264; 'z': -0.01},{'y': 0.0; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-01_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.106078624725342; 'x': 0.00780910812318325; 'z': 0.008625243790447712},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401289; 'x': 41.5194264; 'z': -0.01},{'y': 0.0; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-01_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.106078624725342; 'x': 0.00780910812318325; 'z': 0.008625243790447712},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.240129; 'x': 41.5194267; 'z': 0.0},{'y': 0.0; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-01_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.1059532165527344; 'x': 0.007724126800894737; 'z': 0.00881894025951624},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240129; 'x': 41.5194267; 'z': 0.0},{'y': 0.0; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-01_906,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.1059532165527344; 'x': 0.007724126800894737; 'z': 0.00881894025951624},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240129; 'x': 41.5194267; 'z': 0.0},{'y': 0.0; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-01_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.1059532165527344; 'x': 0.007724126800894737; 'z': 0.00881894025951624},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240129; 'x': 41.5194267; 'z': 0.0},{'y': 0.0; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-02_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.1059532165527344; 'x': 0.007724126800894737; 'z': 0.00881894025951624},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240129; 'x': 41.5194269; 'z': 0.0},{'y': 0.0; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-02_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.106044054031372; 'x': 0.007658649235963821; 'z': 0.008944396860897541},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240129; 'x': 41.5194269; 'z': 0.0},{'y': 0.0; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-02_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.106044054031372; 'x': 0.007658649235963821; 'z': 0.008944396860897541},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.240129; 'x': 41.5194269; 'z': 0.0},{'y': 0.0; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-02_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.106044054031372; 'x': 0.007658649235963821; 'z': 0.008944396860897541},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.240129; 'x': 41.5194269; 'z': 0.0},{'y': 0.0; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-02_491,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.106044054031372; 'x': 0.007658649235963821; 'z': 0.008944396860897541},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.240129; 'x': 41.5194269; 'z': 0.0},{'y': 0.0; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-02_591,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.106044054031372; 'x': 0.007658649235963821; 'z': 0.008944396860897541},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401292; 'x': 41.5194272; 'z': 0.0},{'y': 0.0; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-02_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.1060309410095215; 'x': 0.0075520966202020645; 'z': 0.009075739420950413},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401292; 'x': 41.5194272; 'z': 0.0},{'y': 0.0; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-02_791,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.1060309410095215; 'x': 0.0075520966202020645; 'z': 0.009075739420950413},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401292; 'x': 41.5194272; 'z': 0.0},{'y': 0.0; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-02_891,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -3.1060309410095215; 'x': 0.0075520966202020645; 'z': 0.009075739420950413},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.2401291; 'x': 41.5194276; 'z': -0.01},{'y': 0.0; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-02_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1060163974761963; 'x': 0.007882613688707352; 'z': 0.008963446132838726},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401291; 'x': 41.5194276; 'z': -0.01},{'y': 0.0; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-03_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1060163974761963; 'x': 0.007882613688707352; 'z': 0.008963446132838726},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401291; 'x': 41.5194276; 'z': -0.01},{'y': 0.0; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-03_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1060163974761963; 'x': 0.007882613688707352; 'z': 0.008963446132838726},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401291; 'x': 41.5194276; 'z': -0.01},{'y': 0.0; 'x': 0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-02-03_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1060163974761963; 'x': 0.007882613688707352; 'z': 0.008963446132838726},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401293; 'x': 41.5194279; 'z': 0.0},{'y': -0.01; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-03_392,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1060163974761963; 'x': 0.007882613688707352; 'z': 0.008963446132838726},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401293; 'x': 41.5194279; 'z': 0.0},{'y': -0.01; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-03_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1060163974761963; 'x': 0.007882613688707352; 'z': 0.008963446132838726},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401293; 'x': 41.5194279; 'z': 0.0},{'y': -0.01; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-03_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.105867624282837; 'x': 0.007817696779966354; 'z': 0.009094209410250187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401293; 'x': 41.5194279; 'z': 0.0},{'y': -0.01; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-03_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.143178209662,{'y': -3.105867624282837; 'x': 0.007817696779966354; 'z': 0.009094209410250187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.143178209662,PHYS_2,{'y': -86.2401293; 'x': 41.5194279; 'z': 0.0},{'y': -0.01; 'x': 0.03; 'z': 0.02},182,GUIDED
2017_07_18__15-02-03_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.143178209662,{'y': -3.105867624282837; 'x': 0.007817696779966354; 'z': 0.009094209410250187},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.143178209662,PHYS_2,{'y': -86.2401293; 'x': 41.5194279; 'z': 0.0},{'y': -0.01; 'x': 0.03; 'z': 0.02},182,GUIDED
